nct_id,id,name,created_at,updated_at,grouping,study_search_id
NCT04375709,167750,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04647682,167751,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04342663,167752,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04698993,167754,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04333862,167756,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04636203,167758,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04353323,167759,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04613050,167760,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04608305,167761,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04540926,167762,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04477213,167763,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04565379,167764,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04668222,167765,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04719208,167766,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04562285,167768,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04500639,167769,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04344756,167770,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04425044,167771,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04449042,167772,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04629157,167773,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04528771,167774,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04365959,167776,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04344782,167777,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04416113,167778,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04371640,167779,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04602949,167780,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04519372,167781,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04379336,167782,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04416893,167783,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04602884,167784,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04408157,167785,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04484493,167786,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04602871,167787,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04510207,167788,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04653831,167789,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04385810,167790,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04384471,167791,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04353271,167792,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04578509,167793,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04351711,167794,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04643860,167795,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04394793,167796,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04382053,167797,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04678024,167799,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04501822,167800,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04630054,167804,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04721535,167805,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04689490,167806,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04595110,167807,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04724538,167808,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04659876,167809,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04554433,167813,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04459312,167814,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04669938,167815,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04726098,167816,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04592510,167817,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04341207,167818,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04666207,167819,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04548895,167820,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04344002,167821,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04395482,167822,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04405921,167823,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04545008,167824,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04345315,167825,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04377646,167826,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04318431,167827,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04555187,167828,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04663906,167829,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04493359,167830,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04472728,167832,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04470297,167833,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04370275,167834,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04712175,167835,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04403035,167836,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04334460,167837,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04561063,167840,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04691895,167841,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04363749,167842,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04391881,167843,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04542980,167844,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04400032,167845,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04556318,167847,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04553705,167848,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04354259,167849,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04567836,167850,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04560530,167851,covid-19,2/7/2021 10:33:12 PM,2/7/2021 10:33:12 PM,covid-19,1
NCT04348240,167852,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04452643,167854,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04543760,167855,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04452773,167857,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04647994,167858,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04476940,167859,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04563702,167860,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04615390,167861,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04626076,167862,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04366271,167863,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04341870,167864,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04706403,167865,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04613310,167866,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04581044,167867,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04468035,167868,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04610541,167869,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04406090,167870,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04359303,167871,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04567810,167873,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04351919,167874,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04517123,167876,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04602442,167877,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04532294,167878,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04637906,167879,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04666246,167880,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04445610,167881,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04336384,167882,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04531111,167883,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04392128,167884,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04497389,167886,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04473365,167887,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04422678,167888,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04697927,167889,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04485364,167890,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04536285,167892,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04494204,167893,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04397523,167895,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04303299,167896,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04691934,167897,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04420988,167898,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04405986,167899,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04639427,167900,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04470258,167901,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04615871,167902,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04495816,167904,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04509973,167905,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04668404,167906,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04344938,167907,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04700462,167908,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04373161,167909,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04714008,167912,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04568356,167913,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04427878,167914,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04701710,167915,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04352842,167916,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04405271,167917,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04346446,167918,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04410549,167919,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04499313,167920,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04357457,167921,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04334005,167922,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04550403,167923,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04487574,167924,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04542993,167925,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04407299,167926,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04344951,167927,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04344288,167928,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04662684,167929,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04692129,167931,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04525417,167932,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04708158,167933,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04471636,167934,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04456049,167935,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04673149,167936,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04589936,167937,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04348877,167938,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04414657,167939,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04497779,167940,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04479150,167941,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04524520,167942,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04554979,167943,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04385095,167944,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04346797,167945,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04598594,167946,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04453280,167948,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04359667,167949,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04342897,167950,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04323878,167951,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04358042,167952,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04505605,167953,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04409925,167954,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04438070,167958,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04605757,167959,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04427267,167960,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04446338,167961,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04350736,167962,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04371354,167963,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04373460,167965,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04347876,167966,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04623138,167967,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04377308,167968,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04534608,167969,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04370171,167970,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04348513,167971,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04377568,167972,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04527601,167974,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04655638,167975,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04527211,167976,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04351152,167977,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04411667,167979,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04342884,167980,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04526054,167981,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04613986,167982,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04584606,167983,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04458363,167984,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04347681,167985,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04479488,167986,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04604704,167987,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04562246,167989,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04561141,167990,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04383626,167991,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04552483,167992,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04356417,167993,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04476823,167994,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04447469,167995,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04332913,167996,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04473547,167997,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04707664,167998,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04482634,167999,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04346043,168000,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04343144,168001,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04358939,168002,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04508985,168003,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04404218,168004,covid-19,2/7/2021 10:33:13 PM,2/7/2021 10:33:13 PM,covid-19,1
NCT04403880,168006,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04452630,168007,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04373044,168008,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04483960,168009,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04519125,168011,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04455308,168012,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04609839,168013,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04351529,168014,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04654325,168015,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04608201,168016,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04595136,168017,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04515108,168018,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04359654,168019,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04375098,168020,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04413864,168021,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04569344,168023,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04468971,168024,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04279197,168025,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04347460,168026,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04450017,168027,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04498247,168028,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04374045,168029,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04412226,168030,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04443712,168031,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04348214,168032,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04424771,168033,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04338932,168034,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04602507,168035,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04615026,168036,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04473261,168037,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04374526,168038,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04453488,168039,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04657497,168040,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04727424,168041,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04568096,168042,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04409509,168043,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04368845,168045,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
NCT04339816,168046,covid-19,2/7/2021 10:33:14 PM,2/7/2021 10:33:14 PM,covid-19,1
