nct_id,id,status,name,city,state,zip,country
NCT04292730,74869294,,"Baylor University Medical Center, 1400 8th Ave",fort worth,texas,76104,united states
NCT04292899,74868942,,"Baylor University Medical Center, 1400 8th Ave",fort worth,texas,76104,united states
NCT04368728,78280459,,"Ventavia Research Group, LLC",fort worth,texas,76104,united states
NCT04368728,78280460,,Benchmark Research,fort worth,texas,76135,united states
NCT04368728,78280461,,University of Texas Medical Branch,galveston,texas,77555,united states
NCT04280705,74876814,,University of Texas Medical Branch - Division of Infectious Disease,galveston,texas,77555-0435,united states
NCT04323761,74848712,,Texas Department of Criminal Justice Hospital (Hospital Galveston)/University of Texas Medical Branch,galveston,texas,77555-0435,united states
NCT04322682,74849459,,Spring Clinical Research,houston,texas,77002,united states
NCT04368728,78280462,,"Ventavia Research Group, LLC",houston,texas,77008,united states
NCT04247620,74900370,,Baylor College of Medicine,houston,texas,77030,united states
NCT04292730,74869295,,Houston Methodist Hospital,houston,texas,77030,united states
NCT04292899,74868943,,Houston Methodist Hospital,houston,texas,77030,united states
NCT04320615,74850609,,Baylor St. Luke's Medical Center,houston,texas,77030,united states
NCT04320615,74850610,,Ben Taub General Hospital - HCHD,houston,texas,77030,united states
NCT04332991,74844100,,University of Texas Health Science Center,houston,texas,77030,united states
NCT04280705,74876815,,Baylor College of Medicine - Molecular Virology and Microbiology,houston,texas,77030-3411,united states
NCT04368728,78280463,,"Texas Center for Drug Development, Inc.",houston,texas,77081,united states
NCT04323761,74848713,,HCA Houston Healthcare West,houston,texas,77082,united states
NCT04368728,78280464,,"Ventavia Research Group, LLC",keller,texas,76248,united states
NCT04323761,74848714,,Covenant Medical Center,lubbock,texas,79410,united states
NCT04323761,74848715,,Methodist Mansfield Medical Center,mansfield,texas,76063,united states
NCT04368728,78280465,,"SMS Clinical Research, LLC",mesquite,texas,75149,united states
NCT04368728,78280466,,"LinQ Research, LLC",pearland,texas,77584,united states
NCT04504032,78275847,,Village Health Partners - Plano - Hunt - PPDS,plano,texas,75024,united states
NCT04368728,78280467,,Benchmark Research.,san angelo,texas,76904,united states
NCT04323761,74848716,,"Methodist Healthcare System of San Antonio, Ltd. LLP, dha, Methodist Hospital",san antonio,texas,78229,united states
NCT04368728,78280468,,"Clinical Trials of Texas, Inc.",san antonio,texas,78229,united states
NCT04368728,78280469,,Diagnostics Research Group,san antonio,texas,78229,united states
NCT04504032,78275848,,South Texas Allergy and Asthma Medical Professionals,san antonio,texas,78229,united states
NCT04280705,74876816,,University of Texas Health Science Center at San Antonio - Infectious Diseases,san antonio,texas,78229-3901,united states
NCT04292730,74869296,,"Baylor University Medical Center, 2401 S. 31st St.",temple,texas,76508,united states
NCT04292899,74868944,,"Baylor University Medical Center, 2401 S. 31st St.",temple,texas,76508,united states
NCT04368728,78280470,,Martin Diagnostic Clinic,tomball,texas,77375,united states
NCT04315298,74853108,,Regeneron Study Site,murray,utah,84107,united states
NCT04329832,74845593,,Intermountain Medical Center,murray,utah,84107,united states
NCT04332991,74844101,,Intermountain Medical Center,murray,utah,84107,united states
NCT04320615,74850611,,Intermountain Medical Group,saint george,utah,84770,united states
NCT04324021,74848416,,University of Utah Health,salt lake city,utah,84108,united states
NCT04368728,78280471,,"J. Lewis Research, Inc. / Foothill Family Clinic",salt lake city,utah,84109,united states
NCT04329832,74845594,,University of Utah,salt lake city,utah,84112,united states
NCT04368728,78280472,,"J. Lewis Research, Inc. / Foothill Family Clinic South",salt lake city,utah,84121,united states
NCT04323761,74848717,,Saint Mark's Hospital,salt lake city,utah,84124,united states
NCT04292730,74869297,,University of Utah Health,salt lake city,utah,84132,united states
NCT04292899,74868945,,University of Utah Health,salt lake city,utah,84132,united states
NCT04332991,74844102,,University of Utah Hospital,salt lake city,utah,84132,united states
NCT04320615,74850612,,Intermountain LDS Hospital,salt lake city,utah,84143,united states
NCT04368728,78280473,,"Clinical Alliance for Research & Education - Infectious Diseases, LLC (CARE-ID)",annandale,virginia,22003,united states
NCT04292730,74869298,,Virginia Hospital Center,arlington,virginia,22205,united states
NCT04292899,74868946,,Virginia Hospital Center,arlington,virginia,22205,united states
NCT04280705,74876817,,University of Virginia - Acute Care Surgery,charlottesville,virginia,22908-0816,united states
NCT04292730,74869299,,Inova Fairfax Hospital,falls church,virginia,22042,united states
NCT04292899,74868947,,Inova Fairfax Medical Campus,falls church,virginia,22042,united states
NCT04315298,74853109,,Regeneron Study Site,falls church,virginia,22042,united states
NCT04323761,74848718,,Inova Fairfax Medical Campus,falls church,virginia,22042,united states
NCT04368728,78280474,,Virginia Research Center LLC,midlothian,virginia,23114,united states
NCT04280705,74876818,,Naval Medical Center Portsmouth - Infectious Disease Division,portsmouth,virginia,23708,united states
NCT04323761,74848719,,Henrico Doctors Hospital,richmond,virginia,23229,united states
NCT04386616,78770649,,Virginia Commonwealth University,richmond,virginia,23292,united states
NCT04292730,74869300,,VCU Health Medical Center,richmond,virginia,23298,united states
NCT04292899,74868948,,VCU Health Medical Center,richmond,virginia,23298,united states
NCT04315298,74853110,,Regeneron Study Site,richmond,virginia,23298,united states
NCT04332991,74844103,,VCU Medical Center,richmond,virginia,23298,united states
NCT04463004,78768047,,Virginia Commonwealth University,richmond,virginia,23298,united states
NCT04323761,74848720,,Carilion Medical Center,roanoke,virginia,24014,united states
NCT04323761,74848721,,Overlake Hospital Medical Center,bellevue,washington,98004,united states
NCT04292730,74869301,,Providence Medical Research Center,everett,washington,98201,united states
NCT04292899,74868949,,Providence Regional Medical Center Everett,everett,washington,98201,united states
NCT04315298,74853111,,Regeneron Study Site,everett,washington,98201,united states
NCT04292730,74869302,,Kadlec Regional Medical Center,kennewick,washington,99336,united states
NCT04292899,74868950,,Kadlec Regional Medical Center,kennewick,washington,99336,united states
NCT04280705,74876819,,EvergreenHealth Infectious Disease Service,kirkland,washington,98034,united states
NCT04320615,74850613,,Evergreen Health Infectious Disease,kirkland,washington,98034,united states
NCT04292730,74869303,,Providence St. Peter Hospital,olympia,washington,98506,united states
NCT04292899,74868951,,Providence St. Peter Hospital,olympia,washington,98506,united states
NCT04315298,74853112,,Regeneron Study Site,renton,washington,98055,united states
NCT04292730,74869304,,Virginia Mason Medical Center,seattle,washington,98101,united states
NCT04292899,74868952,,Virginia Mason Medical Center,seattle,washington,98101,united states
NCT04368728,78280475,,Benaroya Research Institute at Virginia Mason,seattle,washington,98101,united states
NCT04386616,78770650,,Virginia Mason Medical Center,seattle,washington,98101,united states
NCT04292730,74869305,,Swedish Center for Comprehensive Care,seattle,washington,98104,united states
NCT04350593,74839825,,Fundación Favaloro,buenos aires,,,argentina
NCT04350593,74839826,,Hospital Español,buenos aires,,,argentina
NCT04350593,74839827,,Hospital Fernández,buenos aires,,,argentina
NCT04350593,74839828,,Hospital Pirovano,buenos aires,,,argentina
NCT04350593,74839829,,Hospital Santojanni,buenos aires,,,argentina
NCT04350593,74839830,,Sanatorio Anchorena,buenos aires,,,argentina
NCT04350593,74839831,,Sanatorio Güemes,buenos aires,,,argentina
NCT04479163,74799058,,Clinica Olivos,buenos aires,,,argentina
NCT04479163,74799059,,Hospital Central de San Isidro,buenos aires,,,argentina
NCT04479163,74799060,,Hospital General de Agudos Dr. Carlos Bocalandro,buenos aires,,,argentina
NCT04486404,74797759,,Institute for Clinical Effectiveness and Health Policy,buenos aires,,,argentina
NCT04493268,74796150,,Hospital Posadas,buenos aires,,1684,argentina
NCT04425850,74813211,,Hospital Eurnekian,buenos aires,,1802,argentina
NCT04425863,74813210,,Hospital Eurnekian,buenos aires,,1802,argentina
NCT04376684,74826370,,GSK Investigational Site,buenos aires,,1842,argentina
NCT04382053,74824863,,Novartis Investigative Site,buenos aires,,B1846BMF,argentina
NCT04376684,74826371,,GSK Investigational Site,buenos aires,,C1039AAO,argentina
NCT04403646,74818278,,Hospital de Clinicas,buenos aires,,C1120AAF,argentina
NCT04672564,74759506,,Hospital General de Agudos Donación F. Santojanni,buenos aires,,C1159AEA,argentina
NCT04362137,74830034,,Novartis Investigative Site,buenos aires,,C1426AAM,argentina
NCT04362137,74830035,,Novartis Investigative Site,buenos aires,,C1430BKC,argentina
NCT04602637,74772252,,KINÉ kinesiología deportiva y funcional,caba,,1414,argentina
NCT04469621,74801349,,Investigational Site Number 0320001,caba,,1430,argentina
NCT04355936,74831726,,Hospital Español de Buenos Aires,ciudad autonoma de buenos aires,,1209,argentina
NCT04381884,74824920,,Hospital de Infecciosas Francisco Javier Muñiz,ciudad autonoma de buenos aires,,C1282AEN,argentina
NCT04644185,74763601,,SCT study site,ciudad autonoma de buenos aires,,,argentina
NCT04482361,74798375,,Ministerio de Salud de la Ciudad Autónoma de Buenos Aires,ciudad autónoma de buenos aires,,1284,argentina
NCT04376684,74826372,,GSK Investigational Site,cordoba,,5000,argentina
NCT04376684,74826373,,GSK Investigational Site,cordoba,,X5002AOQ,argentina
NCT04376684,74826374,,GSK Investigational Site,corrientes,,W3400AMZ,argentina
NCT04350593,74839832,,Hospital San Roque,córdoba,,,argentina
NCT04350593,74839833,,Sanatorio Privado Duarte Quiros,córdoba,,,argentina
NCT04672564,74759507,,Sanatorio Mayo Privado SA,córdoba,,5000,argentina
NCT04703400,74755182,,René M. Palacios Huatuco,córdoba,,5000,argentina
NCT04701710,74755380,,"SI.PRO.SA, Ministerio de Salud Pública",tucumán,,4000,argentina
NCT04611269,74770397,,Hospital Interzonal General de Agudos Gral. San Martín,la plata,ba,1900,argentina
NCT04611269,74770398,,Sanatorio Las Lomas,san isidro,ba,,argentina
NCT04362137,74830033,,Novartis Investigative Site,c a b a,buenos aires,CP1405,argentina
NCT04479163,74799051,,CEMIC,caba,buenos aires,,argentina
NCT04479163,74799053,,Centro Gallego de Buenos Aires,caba,buenos aires,,argentina
NCT04479163,74799052,,Centro de Investigacion Clinica OSECAC,caba,buenos aires,,argentina
NCT04479163,74799054,,Sanatorio Anchorena,caba,buenos aires,,argentina
NCT04479163,74799055,,Sanatorio de Los Arcos,caba,buenos aires,,argentina
NCT04479163,74799050,,Hospital Militar Central,caba,buenos aires,1426,argentina
NCT04382053,74824862,,Novartis Investigative Site,caba,buenos aires,C1180AAX,argentina
NCT04381884,74824918,,Hospital de Cuenca Alta,cañuelas,buenos aires,,argentina
NCT04560881,74779618,,Fundación Huésped,ciudad autónoma de buenos aires,buenos aires,C1202ABB,argentina
NCT04560881,74779619,,Vacunar Liniers,ciudad autónoma de buenos aires,buenos aires,C1408FVD,argentina
NCT04560881,74779620,,Vacunar Cañitas,ciudad autónoma de buenos aires,buenos aires,C1426BOF,argentina
NCT04560881,74779621,,Vacunar Coghlan,ciudad autónoma de buenos aires,buenos aires,C1430BKB,argentina
NCT04374058,74827141,,Dialisis Madariaga,general juan madariaga,buenos aires,7167,argentina
NCT04479163,74799056,,Hospital Simplemente Evita,gonzález catán,buenos aires,,argentina
NCT04479163,74799057,,Hospital Especializado de Agudos y Crónicos San Juan de Dios,la plata,buenos aires,,argentina
NCT04672564,74759503,,Instituto Médico Platense,la plata,buenos aires,B1900AVG,argentina
NCT04672564,74759504,,Clínica Monte Grande,monte grande,buenos aires,B1842DID,argentina
NCT04376684,74826368,,GSK Investigational Site,munro,buenos aires,1605,argentina
NCT04358380,74831124,,Universidad Austral,pilar,buenos aires,1629,argentina
NCT04477954,74799255,,Hospital Central de San Isidro Dr. Angel Melchor Posse,san isidro,buenos aires,1641,argentina
NCT04611269,74770399,,Hospital General de Agudos Juan A. Fernández,buenos aires,caba,,argentina
NCT04611269,74770400,,Sanatorio Anchorena Recoleta,buenos aires,caba,,argentina
NCT04472078,74800390,,Hospital de Niños Ricardo Gutierrez,buenos aires,caba,1425,argentina
NCT04376580,74826479,,Carolina Frederico,buenos aires,caba,1428,argentina
NCT04477954,74799256,,Hospital de Infecciosas F. J. Muñiz,ciudad autonoma de buenos aires,caba,1282,argentina
NCT04477954,74799257,,Hospital General de Agudos D.F Santojanni,ciudad autonoma de buenos aires,caba,1408,argentina
NCT04405271,74817918,,"Sociedad Argentina de Infectología, A. J. Carranza 974",ciudad autonoma de buenos aires,capital federal,C1085,argentina
NCT04611269,74770401,,Sanatorio Otamendi,buenos aires,ciudad autonoma de buenos aires,,argentina
NCT04383535,74824364,,Hospital Italiano de Buenos Aires,ciudad autonoma de buenos aire,ciudad autonoma de buenos aires,1181,argentina
NCT04381884,74824919,,Centro de Educación Médica e Investigaciones Clínicas Norberto Quirno CEMIC,buenos aires,ciudad de buenos aires,,argentina
NCT04355936,74831725,,"Hospital de Clínicas 'José de San Martín', Facultad de Medicina, Universidad de Buenos Aires",buenos aires,ciudad de buenos aires,C1120AAR,argentina
NCT04672564,74759505,,Instituto Medico Rio Cuarto,rio cuarto,córdoba,5000,argentina
NCT04376684,74826369,,GSK Investigational Site,cordoba,córdova,X5000,argentina
NCT04367337,74828824,,the University of Melbourne,melbourne,,,australia
NCT04697654,74755924,,"Scientia Clinical Reserach, Ltd",randwick,,,australia
NCT04368988,74828316,,Paratus Clinical Research - Canberra - Phase 2,bruce,australian capital territory,2617,australia
NCT04368988,74828317,,Paratus Clinical Research - Western Sydney - Phase 2,blacktown,new south wales,2148,australia
NCT04368988,74828318,,Paratus Clinical Research - Central Coast - Phase 2,kanwal,new south wales,2259,australia
NCT04368988,74828319,,Australian Clinical Research Network - Phase 2,maroubra,new south wales,2035,australia
NCT04368988,74828320,,Scientia Clinical Research Limited - Phase 2,randwick,new south wales,2031,australia
NCT04368988,74828321,,Q Pharm Pty Limited - Phase 1,herston,queensland,4006,australia
NCT04368988,74828322,,"University of the Sunshine Coast, Health Hub Morayfield - Phase 2",morayfield,queensland,4506,australia
NCT04368988,74828323,,University of the Sunshine Coast - Phase 2,sippy downs,queensland,4556,australia
NCT04382924,74824506,,Princess Alexandra Hospital,woolloongabba,queensland,4102,australia
NCT04368988,74828324,,Barwon Health - Phase 2,geelong,victoria,3220,australia
NCT04708457,74754381,,The Alfred Hospital,melbourne,victoria,3004,australia
NCT04344964,74837023,,Austin Health,melbourne,victoria,3084,australia
NCT04368988,74828325,,Center for Clinical Studies - Phase 1 and Phase 2,melbourne,victoria,3181,australia
NCT04382924,74824507,,Royal Melbourne Hospital,parkville,victoria,3050,australia
NCT04405908,74817799,,Linear Clinical Research Ltd,nedlands,western australia,6009,australia
NCT04567810,74778482,,Linear Clinical Research - Harry Perkins Research Institute,nedlands,western australia,6009,australia
NCT04420637,74814845,,"Department of Internal Medicine, Medical University of Graz",graz,,8010,austria
NCT04498247,74794363,,SCRI-CCCIT GesmbH ( Site 0006),salzburg,,5020,austria
NCT04501432,74793958,,"Institute of Sports Medicine, Prevention and Rehabilitation",salzburg,,5020,austria
NCT04349098,74834707,,"Hospital Hietzing, 2. Medical department - Center for Diagnosis and Therapy of Rheumatic Diseases",vienna,,,austria
NCT04346264,74836316,,The LEAD Study Center,vienna,,1140,austria
NCT04354779,74832148,,Allgemeine Unfallversicherungsanstalt,vienna,,1200,austria
NCT04498247,74794364,,Medizinische Universitaet Wien ( Site 0007),wien,,1090,austria
NCT04649333,74762862,,Medical University Innsbruck,innsbruck,tyrol,6020,austria
NCT04686773,74757348,,Baki Saglamic Merkezi,baku,,,azerbaijan
NCT04356534,74831532,,Royal College of Surgeons in Ireland - Bahrain,manama,,,bahrain
NCT04434144,74810737,,Chakoria Upazilla Health Complex,cox's bazar,,4741,bangladesh
NCT04441372,74808115,,International Centre for Diarrhoeal Disease Research,dhaka,,,bangladesh
NCT04558424,74779870,,Bangabandhu Sheikh Mujib Medical University,dhaka,,,bangladesh
NCT04523831,74788251,,Dhaka Medical College,dhaka,,1000,bangladesh
NCT04681859,74758116,,Dhaka Medical College,dhaka,,1000,bangladesh
NCT04527562,74787228,,Dhaka Medical College Hospital,dhaka-1000,,,bangladesh
NCT04542226,74783736,,Healthcare Institution Grodno Regional Infectious Clinical Hospital,grodno,,230030,belarus
NCT04564716,74779035,,Health Institution 14th Central Regional Polyclinic of the Partisan district of Minsk,minsk,,,belarus
NCT04564716,74779036,,Health Institution 19th Central Regional Polyclinic of the Pervomaysk district of Minsk,minsk,,,belarus
NCT04564716,74779037,,Health Institution 1st Central Regional Clinical Polyclinic of the Central district of Minsk,minsk,,,belarus
NCT04564716,74779038,,Health Institution 28th Regional Polyclinic of Minsk,minsk,,,belarus
NCT04564716,74779039,,Health Institution 4th City Polyclinic of Minsk,minsk,,,belarus
NCT04564716,74779040,,Health Institution 5th City Clinical Polyclinic of Minsk,minsk,,,belarus
NCT04564716,74779041,,Health Institution Minsk Order of the Red Banner of Labor Regional Clinical Hospital,minsk,,,belarus
NCT04382547,74824654,,Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus,minsk,,220072,belarus
NCT04649840,74762826,,Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus,minsk,,220072,belarus
NCT04564716,74779042,,Health Institution Vitebsk Regional Clinical Hospital,vitebsk,,,belarus
NCT04382755,74824558,,OLVZ Aalst,aalst,,9300,belgium
NCT04503447,74793194,,Institute of Tropical Medicine,antwerp,,2000,belgium
NCT04437901,74808781,,Antwerp University Hospital,antwerpen,,,belgium
NCT04469634,74801347,,University Hospital Antwerp,antwerpen,,2000,belgium
NCT04498247,74794366,,SGS Life Science Services ( Site 0001),antwerpen,,2060,belgium
NCT04382755,74824559,,AZ Sint Jan Brugge,brugge,,8000,belgium
NCT04376684,74826375,,GSK Investigational Site,brussel,,1090,belgium
NCT04376398,74826504,,Cliniques Universitaires Saint Luc,brussels,,,belgium
NCT04356586,74831526,,Sciensano,brussels,,1050,belgium
NCT04527614,74787225,,Sciensano,brussels,,1050,belgium
NCT04344145,74837313,,Erasme Hospital CUB,brussels,,1070,belgium
NCT04371250,74827770,,Erasme University Hospital,brussels,,1070,belgium
NCT04382755,74824560,,Erasmus University Hospital,brussels,,1070,belgium
NCT04382092,74824847,,Cliniques Universitaires Saint-Luc,brussels,,1200,belgium
NCT04338841,74840409,,Clinique Universitaire Saint-Luc,bruxelles,,,belgium
NCT04524156,74788230,,Erasme Hospital,bruxelles,,1070,belgium
NCT04340219,74839411,,University Hospital Gent,gent,,9000,belgium
NCT04382755,74824561,,AZ Sint-Lucas,gent,,9000,belgium
NCT04382755,74824562,,University Hospital Ghent,gent,,9000,belgium
NCT04382196,74824840,,Ghent University Hospital,ghent,,9000,belgium
NCT04396210,74820665,,Ghent University Hospital,ghent,,9000,belgium
NCT04426305,74813161,,Department of Public Health and Primary Care,ghent,,9000,belgium
NCT04449276,74806164,,Universitair Ziekenhuis Ghent,ghent,,9000,belgium
NCT04469634,74801348,,Jessa Hospital,hasselt,,,belgium
NCT04338932,74840234,,Jessa hospital,hasselt,,3500,belgium
NCT04394000,74821061,,Jessa hospital,hasselt,,3500,belgium
NCT04713852,74753830,,Jessa hospital,hasselt,,3500,belgium
NCT04382755,74824563,,Jan Yperman Ziekenhuis Ieper,ieper,,128900,belgium
NCT04338841,74840410,,CHU de Liège,liege,,,belgium
NCT04498247,74794367,,ATC - Clinical Pharmacology Unit ( Site 0002),liege,,4000,belgium
NCT04382755,74824564,,University Hospital Liège,liège,,4000,belgium
NCT04498507,74794324,,University Hospital of Liège,liège,,4000,belgium
NCT04382755,74824565,,AZ Delta,roeselare,,8800,belgium
NCT04382755,74824566,,AZ Vesalius,tongeren,,3700,belgium
NCT04376684,74826376,,GSK Investigational Site,yvoir,,5530,belgium
NCT04401228,74819037,,Clinique Saint-Pierre,ottignies,brabant wallon,1340,belgium
NCT04346420,74836224,,Cliniques universitaires Saint-Luc,brussels,brussels capital,1200,belgium
NCT04344145,74837309,,Hôpital de Warquignies,boussu,hainaut,7300,belgium
NCT04344145,74837310,,Hôpital de Jolimont,haine-saint-paul,hainaut,7100,belgium
NCT04344145,74837311,,Hôpital de Lobbes,lobbes,hainaut,6540,belgium
NCT04344145,74837312,,Hôpital de Mons,mons,hainaut,7000,belgium
NCT04636294,78698257,,Clinical Laboratory Jessa Hospital,hasselt,limburg,3500,belgium
NCT04498247,74794365,,Universitair Ziekenhuis Gent ( Site 0003),gent,oost-vlaanderen,9000,belgium
NCT04604769,74771813,,University of Liège,liège,province de liège,4000,belgium
NCT04687488,74757263,,TARGID,leuven,vlaams-brabant,,belgium
NCT04491227,74796685,,Hospital Obrero #2,cochabamba,,,bolivia
NCT04581083,74776288,,Universidad Autónoma Juan Misael Saracho,tarija,,00000,bolivia
NCT04374032,74827144,,University Clinical Centre of the Republic of Srpska,banja luka,,78000,bosnia and herzegovina
NCT04374032,74827145,,University Clinical Hospital Mostar,mostar,,88000,bosnia and herzegovina
NCT04374032,74827146,,Hospital Travnik,travnik,,72270,bosnia and herzegovina
NCT04374032,74827147,,Cantonal Hospital Zenica,zenica,,72000,bosnia and herzegovina
NCT04374032,74827143,,Clinical Center University of Sarajevo,sarajevo,sarajevo canton,71000,bosnia and herzegovina
NCT04350593,74839864,,Fundação Pio XII,barretos,,14784-400,brazil
NCT04469621,74801350,,Investigational Site Number 0760003,porto alegre,,90035 003,brazil
NCT04497948,74794462,,Research Site,porto alegre,,90035-003,brazil
NCT04497948,74794463,,Research Site,ribeirão preto,,14051-140,brazil
NCT04549922,74781521,,Hospital Naval Marcílio Dias,rio de janeiro,,,brazil
NCT04552483,74781137,,Universidade Federal do Rio de Janeiro,rio de janeiro,,21941902,brazil
NCT04561219,74779521,,Universidade Federal do Rio de Janeiro,rio de janeiro,,21941902,brazil
NCT04350593,74839865,,Hospital Naval Marcílio Dias,rio de janeiro,,20725-090,brazil
NCT04403685,74818273,,HAOC - Hospital Alemao Oswaldo Cruz - unidade Vergueiro,sao paulo,,,brazil
NCT04403685,74818274,,HIAE - Hospital Israelita Albert Einstein,sao paulo,,,brazil
NCT04403685,74818275,,HSL - Hospital Sírio Libanês,sao paulo,,,brazil
NCT04434261,74810694,,Instituto Brasileiro de Controle do Cancer - IBCC,sao paulo,,,brazil
NCT04497948,74794464,,Research Site,sao paulo,,01321-001,brazil
NCT04497948,74794465,,Research Site,sao paulo,,01323-903,brazil
NCT04403685,74818271,,HAOC - Hospital Alemao Oswaldo Cruz,sao paulo,,01323001,brazil
NCT04403685,74818272,,Beneficência Portuguesa de Sao Paulo,sao paulo,,01323900,brazil
NCT04449718,74806118,,"Clinical Hospital of the School of Medicine, University of Sao Paulo",sao paulo,,05403-000,brazil
NCT04425005,74813416,,Univsersity of Sao Paulo,sao paulo,,05508-030,brazil
NCT04537962,74784858,,Hospital israelita Albert Einstein,sao paulo,,05652-900,brazil
NCT04469621,74801351,,Investigational Site Number 0760001,são josé do rio preto,,15090-000,brazil
NCT04348474,74834871,,Prevent Senior Private Operadora de Saúde LTDA.,são paulo,,,brazil
NCT04352465,74833071,,Prevent Senior Private Operadora de Saúde LTDA.,são paulo,,,brazil
NCT04549922,74781522,,BP-A Beneficiência Portuguesa de São Paulo,são paulo,,,brazil
NCT04549922,74781523,,Hospital São Paulo - UNIFESP,são paulo,,,brazil
NCT04615871,74769296,,Instituto Prevent Senior,são paulo,,,brazil
NCT04615871,74769297,,State University of Campinas,são paulo,,,brazil
NCT04376684,74826379,,GSK Investigational Site,são paulo,,01246-090,brazil
NCT04376684,74826380,,GSK Investigational Site,são paulo,,01323903,brazil
NCT04537858,74785017,,Comitê de Ética da Universidade Federal,são paulo,,04.023-900,brazil
NCT04376684,74826381,,GSK Investigational Site,são paulo,,04037-003,brazil
NCT04350593,74839866,,Hospital Moriah,são paulo,,04083-002,brazil
NCT04469621,74801352,,Investigational Site Number 0760002,são paulo,,04321-120,brazil
NCT04603963,74771998,,Municipal Hospital Vila Santa Catarina,são paulo,,04377035,brazil
NCT04350593,74839867,,Hospital Santa Paula,são paulo,,04556-100,brazil
NCT04361461,74830173,,Apsen Farmacêutica S.A.,são paulo,,04753-001,brazil
NCT04563156,74779234,,Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo-HCFMUSP,são paulo,,05403-000,brazil
NCT04376684,74826382,,GSK Investigational Site,são paulo,,05403-010,brazil
NCT04350593,74839868,,InCor - Instituto do Coração do Hospital das Clínicas FMUSP,são paulo,,05403-900,brazil
NCT04429477,74812439,,Hospital das Clínicas da Faculdade de Medicina da USP.,são paulo,,05403000,brazil
NCT04644185,74763602,,SCT study site,uberlândia,,,brazil
NCT04350593,74839834,,Centro de Pesquisa Dr. Marco Mota,maceió,alagoas,57051-160,brazil
NCT04342650,74837831,,Hospital e Pronto Socorro Delphina Rinaldi Abdel Aziz,manaus,amazonas,69093-415,brazil
NCT04343729,74837469,,Hospital e Pronto Socorro Delphina Rinaldi Abdel Aziz,manaus,amazonas,69093-415,brazil
NCT04575558,74777188,,Núcleo de Oncologia da Bahia - NOB,salvador,ba,,brazil
NCT04480593,74798653,,Hospital Sao Rafael,salvador,ba,41820340,brazil
NCT04350593,74839835,,Hospital EMEC e Hospital da Cidade,feira de santana,bahia,44075-005,brazil
NCT04350593,74839836,,Hospital e Clínica São Roque,ipiaú,bahia,45570-000,brazil
NCT04350593,74839837,,Hospital Regional Deputado Luis Eduardo Magalhães,porto seguro,bahia,45810-000,brazil
NCT04350593,74839838,,Hospital Cárdio Pulmonar,salvador,bahia,41950-275,brazil
NCT04372186,74839228,,Hospital Unversitario Walter Cantidio,fortaleza,ce,60430-372,brazil
NCT04350593,74839839,,Hospital Maternidade São Vicente de Paulo,barbalha,ceará,63180-000,brazil
NCT04350593,74839840,,Unimed de Fortaleza,fortaleza,ceará,60055-172,brazil
NCT04350593,74839841,,Hospital de Messejana dr Carlos Alberto Studart Gomes,fortaleza,ceará,60840-285,brazil
NCT04595097,74773550,,Secretaria de Saúde do Distrito Federal,brasilia,df,700000,brazil
NCT04729491,74825402,,Corpometria Institute,brasília,df,70390-150,brazil
NCT04350593,74839842,,Hospital Coração do Brasil,brasília,distrito federal,70390-700,brazil
NCT04350593,74839843,,Hospital Estadual Jayme dos Santos Neves,serra,espírito santo,29166-828,brazil
NCT04350593,74839844,,Liga de Hipertensão Arterial,goiania,goias,74690-900,brazil
NCT04672564,74759508,,Instituto Goiano de Oncologia e Hematologia - INGOH,aparecida de goiânia,goiás,74905-410,brazil
NCT04575558,74777189,,Oncoclínicas BH,belo horizonte,mg,,brazil
NCT04575558,74777190,,Centro Oncológico do Triângulo - COT,uberlândia,mg,,brazil
NCT04376684,74826377,,GSK Investigational Site,belo horizonte,minas gerais,30130-100,brazil
NCT04350593,74839845,,Santa Casa de Misericórdia de Passos,passos,minas gerais,37900-512,brazil
NCT04350593,74839846,,Hospital São Domingos - Unimed Uberaba,uberaba,minas gerais,38025-440,brazil
NCT04575558,74777191,,Multihemo,recife,pe,,brazil
NCT04420247,74814898,,Centro de Estudos e Pesquisa em Emergencias Clinicas e Terapia Intensiva,curitiba,parana,82530200,brazil
NCT04350593,74839847,,PROCAPE,recife,pernambuco,50100-060,brazil
NCT04668235,74760134,,Santa Casa de Misericórdia de Campos,campos dos goytacazes,rj,,brazil
NCT04575558,74777192,,Oncoclinicas RJ,rio de janeiro,rj,,brazil
NCT04362137,74830036,,Novartis Investigative Site,rio de janeiro,rj,22640-000,brazil
NCT04386694,74823347,,Hospital Tacchini,bento gonçalves,rs,95700-068,brazil
NCT04575558,74777193,,Centro de Pesquisa em Oncologia PUCRS,porto alegre,rs,,brazil
NCT04382053,74824864,,Novartis Investigative Site,porto alegre,rs,90020-090,brazil
NCT04634370,74765614,,Hospital de Clinicas de Porto Alegre,porto alegre,rs,90035903,brazil
NCT04350593,74839848,,Hospital Giselda Trigueiro,natal,rio grande do norte,59037-170,brazil
NCT04350593,74839849,,Associação Dr. Bartholomeu Tacchini,bento gonçalves,rio grande do sul,95700-068,brazil
NCT04350593,74839850,,Hospital São Vicente de Paulo,passo fundo,rio grande do sul,99010-080,brazil
