nct_id,id,agency_class,lead_or_collaborator,name
NCT04334512,11108937,Other,lead,ProgenaBiome
NCT04359836,11105234,Other,lead,ProgenaBiome
NCT04395716,11100006,Other,lead,ProgenaBiome
NCT04459702,11092276,Other,lead,ProgenaBiome
NCT04482686,11089512,Other,lead,ProgenaBiome
NCT04542694,11082276,Other,lead,"Promomed, LLC"
NCT04442152,11094454,Other,lead,"Promundo, United States"
NCT04334967,11108843,Other,lead,Providence Health & Services
NCT04475471,11090374,Other,lead,Public Health Foundation of India
NCT04558996,11080278,Other,lead,Puerta de Hierro University Hospital
NCT04293692,11114779,Other,lead,Puren Hospital Affiliated to Wuhan University of Science and Technology
NCT04339660,11108158,Other,lead,Puren Hospital Affiliated to Wuhan University of Science and Technology
NCT04420741,11096970,Other,lead,Pär Johansson
NCT04460547,11092185,Other,lead,Qassim University
NCT04497441,11087692,Other,lead,Qassim University
NCT04497818,11087651,Other,lead,Qassim University
NCT04255940,11120319,Other,lead,Qilu Hospital of Shandong University
NCT04275414,11117470,Other,lead,Qilu Hospital of Shandong University
NCT04305106,11113134,Other,lead,Qilu Hospital of Shandong University
NCT04546776,11081799,Other,lead,Quadram Institute Bioscience
NCT04488081,11088808,Other,lead,QuantumLeap Healthcare Collaborative
NCT04330599,11109530,Other,lead,Queen Mary University of London
NCT04433260,11095505,Other,lead,Queen Mary University of London
NCT04453553,11093022,Other,lead,Queen Mary University of London
NCT04559074,11080268,Other,lead,Queen Mary University of London
NCT04579640,11077812,Other,lead,Queen Mary University of London
NCT04723446,11060038,Other,lead,Queen Mary University of London
NCT04345692,11107296,Other,lead,Queen's Medical Centre
NCT04412772,11097962,Other,lead,Queen's Medical Centre
NCT04347408,11107065,Other,lead,"Queen's University, Belfast"
NCT04359212,11105344,Other,lead,Quovadis Associazione
NCT04393805,11100250,Other,lead,Quovadis Associazione
NCT04723576,11060021,Other,lead,RAND
NCT04518514,11085097,Other,lead,RWTH Aachen University
NCT04371978,11103407,Other,lead,Rabin Medical Center
NCT04335786,11108728,Other,lead,Radboud University
NCT04417335,11097387,Other,lead,Radboud University
NCT04422509,11096753,Other,lead,Radboud University
NCT04468412,11091233,Other,lead,Radboud University
NCT04505761,11086700,Other,lead,Radboud University
NCT04596943,11075681,Other,lead,Radboud University
NCT04720404,11060411,Other,lead,Radboud University
NCT04379440,11102314,Other,lead,Raffaele Antonelli Incalzi
NCT04303299,11113417,Other,lead,Rajavithi Hospital
NCT04323631,11110493,Other,lead,Rambam Health Care Campus
NCT04438837,11094873,Other,lead,Rambam Health Care Campus
NCT04605887,11074579,Other,lead,Rambam Health Care Campus
NCT04388657,11100840,Other,lead,Ramsay Générale de Santé
NCT04443803,11094205,Other,lead,Randy Loftus
NCT04387968,11100937,Other,lead,Raphael Serreau
NCT04329923,11109634,Other,lead,"Ravi Amaravadi, MD"
NCT04343976,11107516,Other,lead,Raymond Chung
NCT04573361,11078577,Other,lead,Real Centro Universitario Maria Cristina
NCT04666779,11067133,Other,lead,Real Centro Universitario Maria Cristina
NCT04401540,11099239,Other,lead,Recep Tayyip Erdogan University Training and Research Hospital
NCT04531748,11083618,Other,lead,"Reena Mehra, MD"
NCT04352803,11106241,Other,lead,Regeneris Medical
NCT04414657,11097738,Other,lead,Regina Grossmann
NCT04367714,11104094,Other,lead,Region MidtJylland Denmark
NCT04541979,11082367,Other,lead,Region Skane
NCT04382417,11101861,Other,lead,Region Västmanland
NCT04370678,11103641,Other,lead,Region Zealand
NCT04597775,11075586,Other,lead,"Regional Center for Disease Control and Prevention, Jordan"
NCT04352842,11106238,Other,lead,RenJi Hospital
NCT04508712,11086353,Other,lead,RenJi Hospital
NCT04302688,11113511,Other,lead,Renmin Hospital of Wuhan University
NCT04324489,11110367,Other,lead,Renmin Hospital of Wuhan University
NCT04336254,11108675,Other,lead,Renmin Hospital of Wuhan University
NCT04368221,11104024,Other,lead,Rennes University Hospital
NCT04373200,11103239,Other,lead,Rennes University Hospital
NCT04397588,11099762,Other,lead,Rennes University Hospital
NCT04416308,11097527,Other,lead,Rennes University Hospital
NCT04433325,11095497,Other,lead,Rennes University Hospital
NCT04455308,11092815,Other,lead,Rennes University Hospital
NCT04466800,11091436,Other,lead,Rennes University Hospital
NCT04579289,11077858,Other,lead,Rennes University Hospital
NCT04386291,11101203,Other,lead,"Research Foundation for Mental Hygiene, Inc."
NCT04484207,11089323,Other,lead,"Research Foundation for Mental Hygiene, Inc."
NCT04497415,11087696,Other,lead,"Research Foundation for Mental Hygiene, Inc."
NCT04530357,11083777,Other,lead,Research Institute for Biological Safety Problems
NCT04691908,11064079,Other,lead,Research Institute for Biological Safety Problems
NCT04379531,11102302,Other,lead,Research and Practical Clinical Center for Diagnostics and Telemedicine Technologies of the Moscow Health Care Department
NCT04424355,11096540,Other,lead,Research and Practical Clinical Center for Diagnostics and Telemedicine Technologies of the Moscow Health Care Department
NCT04618341,11073007,Other,lead,Revival Active
NCT04487444,11088891,Other,lead,Rhode Island Hospital
NCT04587258,11076876,Other,lead,Rhode Island Hospital
NCT04456049,11092731,Other,lead,Ricardo Pereira Mestre
NCT04516850,11085339,Other,lead,Ricardo Pereira Mestre
NCT04337541,11108462,Other,lead,"Rigshospitalet, Denmark"
NCT04471766,11090837,Other,collaborator,"Engineers without Borders, Denmark (https://iug.dk/en)"
NCT04422470,11096769,Other,collaborator,Enrollme.ru LLC
NCT04356885,11105653,Other,collaborator,"Epsylon Laboratory, EA 4556, University Paul Valéry Montpellier 3, France"
NCT04366921,11104249,Other,collaborator,Erasme University Hospital
NCT04366921,11104212,Other,collaborator,Erasmus Medical Center
NCT04689711,11064329,Other,collaborator,Erasmus Medical Center
NCT04537559,11082893,Other,collaborator,Eric Gerstel
NCT04349228,11106764,Other,collaborator,Eshmoun Clinical Research Centre
NCT04351919,11106368,Other,collaborator,Eshmoun Clinical Research Centre
NCT04361032,11105079,Other,collaborator,Eshmoun Clinical Research Centre
NCT04384614,11101503,Other,collaborator,Eshmoun Clinical Research Centre
NCT04528927,11083939,Other,collaborator,Eshmoun Clinical Research Centre
NCT04345991,11107255,Other,collaborator,Etablissement Français du Sang
NCT04473365,11090638,Other,collaborator,Ethiopian Public Health Institute
NCT04354766,11105987,Other,collaborator,Eurobio Scientific
NCT04602481,11075014,Other,collaborator,European Lung Foundation
NCT04437901,11094981,Other,collaborator,European Reference Network for Rare and Low Prevalence Complex Diseases of the Heart (ERN GUARDHEART)
NCT04437901,11094982,Other,collaborator,European Society of Cardiology
NCT04509986,11086182,Other,collaborator,European Society of Coloproctology
NCT04641858,11070103,Other,collaborator,European and Developing Countries Clinical Trials Partnership (EDCTP)
NCT04666311,11067201,Other,collaborator,European and Developing Countries Clinical Trials Partnership (EDCTP)
NCT04366921,11104211,Other,collaborator,European chapter of the Extracorporeal Life Support Organization
NCT04416256,11097535,Other,collaborator,Eurotransplant
NCT04409925,11098308,Other,collaborator,Exactis Innovation
NCT04374084,11103087,Other,collaborator,Ezhou Hospital of Traditional Chinese Medicine
NCT04706156,11062249,Other,collaborator,F.D. Roosevelt Teaching Hospital with Policlinic Banska Bystrica
NCT04353609,11106137,Other,collaborator,FAI²R (Auto-immune and auto-inflammatory rare diseases French network)
NCT04510467,11086121,Other,collaborator,FAI²R (Auto-immune and auto-inflammatory rare diseases French network)
NCT04369794,11103762,Other,collaborator,"Faculdade de Medicina de Botucatu, UNESP, Botucatu, Brasil"
NCT04355936,11105799,Other,collaborator,"Facultad de Medicina, Universidad de Buenos Aires, UBA"
NCT04401085,11099330,Other,collaborator,"Faculty of Health Studies, J. E. Purkyně University in Ústí nad Labem"
NCT04508075,11086425,Other,collaborator,Faculty of Medicine Universitas Padjadjaran
NCT04685603,11064871,Other,collaborator,"Faculty of Medicine University of Diponegoro, Indonesia"
NCT04538586,11082759,Other,collaborator,"Faculty of Medicine and Paramedical Professions, Clermont-Ferrand, France"
NCT04541472,11082419,Other,collaborator,"Faculty of Medicine and Paramedical Professions, Clermont-Ferrand, France"
NCT04619576,11072871,Other,collaborator,"Faculty of Medicine and Paramedical Professions, Clermont-Ferrand, France"
NCT04621084,11072676,Other,collaborator,"Faculty of Medicine and Paramedical Professions, Clermont-Ferrand, France"
NCT04401085,11099341,Other,collaborator,"Faculty of Medicine in Hradec Králové, Charles University"
NCT04369794,11103761,Other,collaborator,Faculty of Medicine of Ribeirão Preto (FMRP-USP)
NCT04415086,11097673,Other,collaborator,Faculty of Medicine of Ribeirão Preto (FMRP-USP)
NCT04370808,11103604,Other,collaborator,Faculty of Medicine of Universidade de Lisboa (FMUL)
NCT04308187,11112693,Other,collaborator,"Faculty of Medicine, Clermont-Ferrand, France"
NCT04401085,11099327,Other,collaborator,"Faculty of Medicine, Masaryk University"
NCT04453280,11093066,Other,collaborator,"Faculty of Medicine, Masaryk University"
NCT04401085,11099326,Other,collaborator,"Faculty of Medicine, Palacky University"
NCT04401085,11099329,Other,collaborator,"Faculty of Military Health Sciences, University of Defence in Brno"
NCT04401085,11099328,Other,collaborator,"Faculty of medicine, University of Ostrava"
NCT04380935,11102105,Other,collaborator,Fakultas Kedokteran Universitas Indonesia
NCT04313946,11111893,Other,collaborator,Falcon Trading Iasi
NCT04649879,11069132,Other,collaborator,Falu Hospital
NCT04390594,11100609,Other,collaborator,"Fann Hospital, Senegal"
NCT04597775,11075587,Other,collaborator,"Farhat Hached Hospital, Tunisia"
NCT04386876,11101120,Other,collaborator,Farmagen Ar-Ge Biyot. Ltd. Sti
NCT04400682,11099392,Other,collaborator,Farmagen Ar-Ge Biyot. Ltd. Sti
NCT04406194,11098750,Other,collaborator,Farmagen Ar-Ge Biyot. Ltd. Sti
NCT04407000,11098661,Other,collaborator,Farmagen Ar-Ge Biyot. Ltd. Sti
NCT04444986,11094078,Other,collaborator,Farmagen Ar-Ge Biyot. Ltd. Sti
NCT04476719,11090218,Other,collaborator,Farmagen Ar-Ge Biyot. Ltd. Sti
NCT04365257,11104521,Other,collaborator,Fast Grants
NCT04597775,11075588,Other,collaborator,"Fattouma Bourguiba, Tunisia"
NCT04429854,11095921,Other,collaborator,Federal Knowledge Centre (KCE)
NCT04611841,11073828,Other,collaborator,"Federal Research Clinical Center of Federal Medical & Biological Agency, Russia"
NCT04611841,11073831,Other,collaborator,"Federal State Budgetary Healthcare Institution, Hospital RAS"
NCT04611841,11073830,Other,collaborator,"Federal State Public Scientific Institution, Scientific Center for Family Health and Human Reproduction Problems"
NCT04410107,11098285,Other,collaborator,Federal University of Health Science of Porto Alegre
NCT04633772,11071111,Other,collaborator,Federal University of Minas Gerais
NCT04522492,11084641,Other,collaborator,Federal University of Rio Grande do Sul
NCT04361461,11105032,Other,collaborator,Federal University of São Paulo
NCT04369794,11103763,Other,collaborator,Federal University of São Paulo
NCT04403685,11099017,Other,collaborator,Federal University of São Paulo
NCT04537858,11082840,Other,collaborator,Federal University of São Paulo
NCT04398043,11099712,Other,collaborator,Federico Rodriguez Cairoli
NCT04729075,11102505,Other,collaborator,Feinstein Institute for Medical Research
NCT04323527,11110518,Other,collaborator,Felipe Gomes Naveca
NCT04536298,11083054,Other,collaborator,Fenway Health and Beth Israel Deaconess Medical Center
NCT04398043,11099710,Other,collaborator,Fermepin Marcelo
NCT04323527,11110517,Other,collaborator,Fernando Fonseca de Almeida e Val
NCT04610801,11073969,Other,collaborator,Ferrer Medical Innovations
NCT04252118,11120841,Other,collaborator,"Fifth Affiliated Hospital, Sun Yat-Sen University"
NCT04561219,11080004,Other,collaborator,Financiadora de Estudos e Projetos
NCT04286503,11115870,Other,collaborator,First Affiliated Hospital Bengbu Medical College
NCT04678739,11065640,Other,collaborator,First Affiliated Hospital Xi'an Jiaotong University
NCT04286503,11115867,Other,collaborator,First Affiliated Hospital of Chongqing Medical University
NCT04270383,11118210,Other,collaborator,First Affiliated Hospital of Guangxi Medical University
NCT04342702,11107727,Other,collaborator,First Affiliated Hospital of Wenzhou Medical University
NCT04280224,11116779,Other,collaborator,First Affiliated Hospital of Xinjiang Medical University
NCT04401085,11099331,Other,collaborator,"First Faculty of Medicine, Charles University, Czech Republic"
NCT04693026,11063949,Other,collaborator,First affiliated Hospital Xi'an Jiaoting University
NCT04579640,11077815,Other,collaborator,Fischer Family Trust
NCT04326920,11110085,Other,collaborator,Flanders Institute of Biotechnology
NCT04374695,11102992,Other,collaborator,"Floriane GILLES, MD, Cardiology department, Versailles Hospital"
NCT04422353,11096787,Other,collaborator,Flávia Gomes Martinez
NCT04418375,11097257,Other,collaborator,Fondation Hôpitaux de Paris-Hôpitaux de France
NCT04658979,11068089,Other,collaborator,Fondation IUCPQ
NCT04575571,11078305,Other,collaborator,Fondation Mirella et Lino Saputo
NCT04362267,11104922,Other,collaborator,Fondation Santé Roquette
NCT04371692,11103449,Other,collaborator,Fondation Santé Roquette
NCT04418375,11097256,Other,collaborator,Fondation Université de Paris
NCT04361903,11104976,Other,collaborator,"Fondazione C.N.R./Regione Toscana G. Monasterio, Pisa, Italy"
NCT04492371,11088305,Other,collaborator,Fondazione EMN Italy Onlus
NCT04434417,11095386,Other,collaborator,Fondazione I.R.C.C.S. Istituto Neurologico Carlo Besta
NCT04290858,11115213,Other,collaborator,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico"
NCT04290871,11115211,Other,collaborator,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico"
NCT04306393,11112975,Other,collaborator,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico"
NCT04390061,11100693,Other,collaborator,"Fondazione IRCCS Cà Granda, Ospedale Maggiore Policlinico, Milano"
NCT04632173,11071324,Other,collaborator,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano"
NCT04322487,11110666,Other,collaborator,"Fondazione IRCCS Policlinico San Matteo, University of Pavia, Pavia, Italy"
NCT04549831,11081444,Other,collaborator,Fondazione Policlinico Universitario Agostino Gemelli IRCCS
NCT04388514,11100860,Other,collaborator,Fondazione Toscana Gabriele Monasterio
NCT04368377,11104006,Other,collaborator,Fondazione Un Cuore per Milano - a no profit foundation
NCT04497636,11087672,Other,collaborator,"Fondo Nacional de Desarrollo Científico y Tecnológico, Chile"
NCT04633772,11071113,Other,collaborator,Fonds Erasme pour la Recherche Medicale
NCT04332666,11109196,Other,collaborator,Fonds Erasme pour la Recherche Médicale
NCT04703114,11062625,Other,collaborator,Fonds IMMUNOV
NCT04416308,11097528,Other,collaborator,Fonds NOMINOE
NCT04361435,11105037,Other,collaborator,Fonds de la Recherche en Santé du Québec
NCT04346667,11107169,Other,collaborator,"Forman Christian College, Pakistan"
NCT04422470,11096768,Other,collaborator,Foundation for Cancer Research Support (RakFond)
NCT04441372,11094553,Other,collaborator,"Foundation for Innovative New Diagnostics, Switzerland"
NCT04666311,11067200,Other,collaborator,"Foundation for Innovative New Diagnostics, Switzerland"
NCT04396314,11099936,Other,collaborator,Francesc Rubí Carnacea
NCT04398043,11099714,Other,collaborator,Francisco Appiani
NCT04387968,11100938,Other,collaborator,François Rabelais University
NCT04416438,11097506,Other,collaborator,French Intergroup of Myeloproliferative syndromes
NCT04530682,11083738,Other,collaborator,French Society of Rheumatology
NCT04376853,11102702,Other,collaborator,Freunde und Förderer der Kardiologie Heidelberg
NCT04370119,11103715,Other,collaborator,Friedrich Loefler Institute for Animal Health
NCT04444661,11094112,Other,collaborator,Friedrich-Alexander-Universität Erlangen-Nürnberg
NCT04375501,11102880,Other,collaborator,Frimley Park Hospital NHS Trust
NCT04354831,11105964,Other,collaborator,Froedtert Hospital
NCT04615208,11073420,Other,collaborator,Function Four Ltd.
NCT04644341,11069830,Other,collaborator,Function Four Ltd.
NCT04375098,11102942,Other,collaborator,Fundacion Arturo Lopez Perez
NCT04556565,11080582,Other,collaborator,Fundacion Clinic per a la Recerca Biomédica
NCT04505709,11086707,Other,collaborator,Fundacion Investigacion Biomedica Hospital 12 de Octubre
NCT04403061,11099084,Other,collaborator,Fundacion para la Investigacion Biomedica del Hospital Universitario Ramon y Cajal
NCT04393818,11100247,Other,collaborator,Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau
NCT04410562,11098223,Other,collaborator,Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau
NCT04556565,11080581,Other,collaborator,Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau
NCT04497623,11087675,Other,collaborator,Fundación Cardioinfantil Instituto de Cardiología
NCT04621058,11072680,Other,collaborator,Fundación Eduardo Anitua
NCT04537338,11082919,Other,collaborator,Fundación INCIENSA (FUNIN)
NCT04377412,11102632,Other,collaborator,"Fundación Para la Investigación y el Desarrollode la Medicina Materno-Fetal y Neonatal iMaterna, Madrid"
NCT04382781,11101784,Other,collaborator,Fundación Pública Andaluza para la gestión de la Investigación en Sevilla
NCT04344548,11107438,Other,collaborator,Fundación Salud de los Andes
NCT04346329,11107210,Other,collaborator,Fundación Salud de los Andes
NCT04519125,11085031,Other,collaborator,Fundación Universitaria Autónoma de Las Américas
NCT04332380,11109226,Other,collaborator,Fundación Universitaria de Ciencias de la Salud
NCT04332835,11109163,Other,collaborator,Fundación Universitaria de Ciencias de la Salud
NCT04429763,11095930,Other,collaborator,Fundación Universitaria de Ciencias de la Salud
NCT04393324,11100302,Other,collaborator,Fundación de Investigación Hospital Clínico San Carlos
NCT04410562,11098225,Other,collaborator,Fundación de investigación HM
NCT04578210,11077984,Other,collaborator,Fundación para el Fomento de la Investigación Sanitaria y Biomédica de la Comunitat Valenciana
NCT04447131,11093826,Other,collaborator,Fundação de Amparo à Pesquisa do Estado de São Paulo
NCT04467918,11091297,Other,collaborator,Fundação de Amparo à Pesquisa do Estado de São Paulo
NCT04659486,11068035,Other,collaborator,Fundação de Amparo à Pesquisa do Estado de São Paulo
NCT04388579,11100851,Other,collaborator,Fundação para a Ciência e a Tecnologia
NCT04360837,11105118,Other,collaborator,Furtwangen University
NCT04366921,11104274,Other,collaborator,"G. Pasquinucci Heart Hospital, Massa"
NCT04510207,11086149,Other,collaborator,G42 Healthcare company
NCT04668235,11066974,Other,collaborator,"GALZU INSTITUTE OF RESEARCH, TEACHING, SCIENCE AND APPLIED TECHNOLOGY, Brazil"
NCT04397575,11099765,Other,collaborator,GERCOR - Multidisciplinary Oncology Cooperative Group
NCT04336956,11108563,Other,collaborator,GFRUP
NCT04412317,11098016,Other,collaborator,GFRUP
NCT04416893,11097449,Other,collaborator,GFRUP
NCT04356417,11105722,Other,collaborator,GIS EPI-PHARE
NCT04397575,11099766,Other,collaborator,GORTEC
NCT04336956,11108561,Other,collaborator,GPIP
NCT04412317,11098014,Other,collaborator,GPIP
NCT04416893,11097448,Other,collaborator,GPIP
NCT04366921,11104229,Other,collaborator,GVM Care & Research
NCT04392245,11100426,Other,collaborator,Gaetano Gallo
NCT04488549,11088757,Other,collaborator,Gaetano Gallo
NCT04705753,11062301,Other,collaborator,Galenica SA
NCT04354818,11105967,Other,collaborator,Garvan Institute of Medical Research
NCT04366921,11104279,Other,collaborator,Gaslini Children's Hospital
NCT04395781,11099994,Other,collaborator,General Hospital H. Adam Malik
NCT04344951,11107385,Other,collaborator,General Hospital of Athens Sismanoglio
NCT04288102,11115631,Other,collaborator,"General Hospital of Central Theater Command, Wuhan, China"
NCT04322487,11110669,Other,collaborator,"General Hospital, Voghera, Italy"
NCT04339816,11108140,Other,collaborator,"General University Hospital, Prague"
NCT04366921,11104246,Other,collaborator,"General University Hospital, Prague"
NCT04401085,11099333,Other,collaborator,"General University Hospital, Prague"
NCT04617262,11073176,Other,collaborator,George Washington University
NCT04343898,11107541,Other,collaborator,Georgetown University
NCT04369599,11103845,Other,collaborator,Georgia Clinical & Translational Science Alliance
NCT04369599,11103844,Other,collaborator,Georgia Tech Research Foundation
NCT04416334,11097520,Other,collaborator,Gerencia Atencion Primaria Area 3
NCT04556565,11080579,Other,collaborator,Gerencia de Atención Primaria de Madrid-FIIBAP
NCT04416334,11097518,Other,collaborator,Gerencia de atención primaria área 1
NCT04416334,11097519,Other,collaborator,Gerencia de atención primaria área 2
NCT04416334,11097521,Other,collaborator,Gerencia de atención primaria área 4
NCT04569383,11079039,Other,collaborator,German Center for Infection Research
NCT04679584,11065545,Other,collaborator,German Federal Ministry of Education and Research
NCT04366921,11104242,Other,collaborator,German Heart Center
NCT04677842,11065773,Other,collaborator,"German Pediatric and Adolescent HIV Cohort (GEPIC), GERMANY"
NCT04304053,11113315,Other,collaborator,Germans Trias i Pujol Hospital
NCT04621123,11072669,Other,collaborator,Germans Trias i Pujol Hospital
NCT04392245,11100429,Other,collaborator,Gian Luca Di Tanna
NCT04488549,11088758,Other,collaborator,Gian Luca Di Tanna
NCT04323527,11110516,Other,collaborator,Gisely Cardoso de Melo
NCT04359225,11105343,Other,collaborator,Glasgow Royal Infirmary
NCT04581083,11077634,Other,collaborator,Gobierno Autonomo Departamental De Tarija
NCT04538469,11082776,Other,collaborator,Golden Jubilee National Hospital
NCT04329611,11109674,Other,collaborator,Government of Alberta
NCT04530396,11083773,Other,collaborator,Government of the city of Moscow
NCT04373707,11103143,Other,collaborator,Grand Est Region
NCT04508959,11086322,Other,collaborator,Grand River Hospital
NCT04636320,11070791,Other,collaborator,Grant Agreement ERC n°715093
NCT04482673,11089515,Other,collaborator,Grassroots Health Nutrition Institute
NCT04382508,11101831,Other,collaborator,Great North Children's Hospital
NCT04366921,11104286,Other,collaborator,Great Ormond Street Hospital for Children NHS Foundation Trust
NCT04382508,11101832,Other,collaborator,Great Ormond Street Hospital for Children NHS Foundation Trust
NCT04726137,11059688,Other,collaborator,Great Ormond Street Hospital for Children NHS Foundation Trust
NCT04677842,11065774,Other,collaborator,"Greece Cohort, GREECE"
NCT04496245,11087843,Other,collaborator,Griffith University
NCT04452604,11093145,Other,collaborator,Group for Research in Adult Acute Lymphoblastic Leukemia
NCT04366206,11104405,Other,collaborator,Groupe Hospitalier Pitie-Salpetriere
NCT04329195,11109739,Other,collaborator,Groupe Hospitalier Pitié-Salpêtrière
NCT04350580,11106561,Other,collaborator,Groupe Hospitalier Universitaire Paris psychiatrie & neurosciences
NCT04569266,11079057,Other,collaborator,Groupe Hospitalo-Universitaire Paris (Hôpital Saint-Anne)
NCT04695197,11063597,Other,collaborator,Groupe de Recherche Action en Sante
NCT04632173,11071325,Other,collaborator,Grupo Español de Tratamiento de Tumores de Cabeza y Cuello
NCT04415086,11097677,Other,collaborator,Grupo Hospitalar Conceição
NCT04319172,11111200,Other,collaborator,Grupo de Estudio de la Infección en el Trasplante (GESITRA)
NCT04391101,11100549,Other,collaborator,Grupo de Inmunodeficiencias primarias Universidad de Antioquia
NCT04456426,11092689,Other,collaborator,Grupo de Investigación de Villavicencio
NCT04716556,11060928,Other,collaborator,Gruppo Italiano Malattie EMatologiche dell'Adulto
NCT04336462,11108634,Other,collaborator,Guangdong Provincial Hospital of Traditional Chinese Medicine
NCT04329559,11109688,Other,collaborator,Guangxi Zhuang Autonomous Region
NCT04346368,11107204,Other,collaborator,"Guangzhou Cellgenes Biotechnology Co.,Ltd"
NCT04346368,11107202,Other,collaborator,Guangzhou Eighth People's Hospital
NCT04270383,11118208,Other,collaborator,Guangzhou Women and Children's Medical Center
NCT04346810,11107148,Other,collaborator,Guillaume GERI MD-PhD
NCT04374695,11102998,Other,collaborator,"Guillaume ROGER, Cardiology department, Versailles Hospital"
NCT04334629,11108923,Other,collaborator,Guy's & St Thomas NHS Foundation Trust
NCT04363489,11104768,Other,collaborator,Guy's and St Thomas' NHS Foundation Trust
NCT04366921,11104261,Other,collaborator,Guy's and St Thomas' NHS Foundation Trust
NCT04726137,11059689,Other,collaborator,Guy's and St Thomas' NHS Foundation Trust
NCT04475601,11090361,Other,collaborator,Göteborg University
NCT04600999,11075215,Other,collaborator,HECRIN Consortium
NCT04610541,11074014,Other,collaborator,HECRIN Consortium
NCT04403880,11098989,Other,collaborator,HIV Prevention Trials Network
NCT04412018,11098052,Other,collaborator,"HLS Therapeutics, Inc"
NCT04356482,11105710,Other,collaborator,HOSPITAL CENTRAL NACIONAL PEMEX NORTE
NCT04356482,11105711,Other,collaborator,HOSPITAL DE ZONA No. 2 IMSS
NCT04356482,11105712,Other,collaborator,HOSPITAL DE ZONA No.14 IMSS
NCT04356482,11105713,Other,collaborator,HOSPITAL GENERAL DEL ESTADO DE SONORA
NCT04677842,11065778,Other,collaborator,"HSM/CHLN Lisbon, PORTUGAL"
NCT04343898,11107543,Other,collaborator,Hackensack Meridian Health
NCT04482699,11089511,Other,collaborator,Hackensack Meridian Health
NCT04343898,11107542,Other,collaborator,Hackensack mountainside hospital
NCT04270383,11118212,Other,collaborator,Hainan People's Hospital
NCT04413747,11097845,Other,collaborator,"Halnet Srl, Faenza (Ra), Italy"
NCT04508959,11086321,Other,collaborator,Hamilton Academic Health Sciences Organization
NCT04344665,11107423,Other,collaborator,Hamilton Health Sciences Corporation
NCT04409925,11098306,Other,collaborator,Hamilton Health Sciences Corporation
NCT04418518,11097242,Other,collaborator,Hamilton Health Sciences Corporation
NCT04467086,11091389,Other,collaborator,Hamilton Health Sciences Corporation
NCT04508959,11086325,Other,collaborator,Hamilton Health Sciences Corporation
NCT04366921,11104238,Other,collaborator,Hannover Medical School
NCT04460170,11092220,Other,collaborator,Hanze University of Applied Sciences Groningen
NCT04414371,11097772,Other,collaborator,Harvard Medical School
NCT04445259,11094046,Other,collaborator,Harvard Medical School
NCT04536298,11083051,Other,collaborator,Harvard Medical School
NCT04632537,11071269,Other,collaborator,Harvard Medical School
NCT04536298,11083053,Other,collaborator,Harvard Pilgrim Healthcare Institute
NCT04331509,11109351,Other,collaborator,Harvard School of Public Health
NCT04346667,11107170,Other,collaborator,Harvard School of Public Health
NCT04366986,11104200,Other,collaborator,Harvard School of Public Health
NCT04385238,11101412,Other,collaborator,Harvard School of Public Health
NCT04536298,11083052,Other,collaborator,Harvard School of Public Health
NCT04613739,11073593,Other,collaborator,Harvard School of Public Health
NCT04694664,11063694,Other,collaborator,Harvard School of Public Health
NCT04705116,11062380,Other,collaborator,Harvard School of Public Health
NCT04348370,11106901,Other,collaborator,Harvard University
NCT04371419,11103485,Other,collaborator,Harvard University
NCT04502056,11087144,Other,collaborator,Harvard University
NCT04644328,11069833,Other,collaborator,Harvard University
NCT04366882,11104316,Other,collaborator,Hasselt University
NCT04579471,11077839,Other,collaborator,Hasselt University
NCT04335773,11108732,Other,collaborator,Haukeland University Hospital
NCT04381819,11101958,Other,collaborator,Haukeland University Hospital
NCT04422691,11096727,Other,collaborator,Haukeland University Hospital
NCT04535154,11083192,Other,collaborator,Haukeland University Hospital
NCT04576351,11078194,Other,collaborator,Haukeland University Hospital
NCT04706390,11062218,Other,collaborator,Haukeland University Hospital
NCT04499313,11087482,Other,collaborator,Health Science Center of Xi'an Jiaotong University
NCT04452708,11093134,Other,collaborator,Health and Medical Research Fund
NCT04611243,11073912,Other,collaborator,Health and Medical Research Fund
NCT04426318,11096332,Other,collaborator,Healthy Minds Innovations
NCT04366921,11104239,Other,collaborator,Heart Center Leipzig - University Hospital
NCT04573270,11078588,Other,collaborator,HeartStem Institute
NCT04684602,11064975,Other,collaborator,HeartStem Institute
NCT04366921,11104288,Other,collaborator,Heim Pal Children's Hospital
NCT04534608,11083260,Other,collaborator,Helios Mariahilf Klinik Hamburg
NCT04408209,11098522,Other,collaborator,Hellenic Society of Hematology
NCT04335773,11108741,Other,collaborator,Helse Fonna
NCT04335773,11108731,Other,collaborator,Helse Stavanger HF
NCT04422691,11096733,Other,collaborator,Helse Stavanger HF
NCT04576351,11078195,Other,collaborator,Helse Stavanger HF
NCT04475601,11090360,Other,collaborator,Helsingborgs Hospital
NCT04385147,11101424,Other,collaborator,Helwan University
NCT04498936,11087517,Other,collaborator,Helwan University
