nct_id,id,allocation,intervention_model,observational_model,primary_purpose,time_perspective,masking,masking_description,intervention_model_description,subject_masked,caregiver_masked,investigator_masked,outcomes_assessor_masked
NCT04359667,6977861,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04359602,6977867,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04359407,6977886,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04354701,6978314,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04349540,6978802,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04348396,6978907,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04347993,6978946,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04468386,6978959,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04344977,6979222,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04344119,6979300,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04343742,6979337,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04341103,6979562,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04338100,6979837,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04333953,6980205,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04332016,6980384,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04327804,6980758,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04322487,6981231,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04298814,6983349,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04292340,6983931,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04279899,6985049,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04260308,6986804,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04255940,6987198,,,Case-Only,,Prospective,,,,False,False,False,False
NCT04433039,6971787,,,Case-Crossover,,Retrospective,,,,False,False,False,False
NCT04410939,6973484,,,Case-Crossover,,Retrospective,,,,False,False,False,False
NCT04382469,6975770,,,Case-Crossover,,Retrospective,,,,False,False,False,False
NCT04703777,6950986,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04701944,6951127,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04701905,6951130,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04698083,6951424,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04681755,6952679,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04681157,6952725,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04670328,6953558,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04659200,6954413,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04653857,6954824,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04644341,6955556,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04602637,6958758,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04592055,6959571,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04584606,6960144,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04539834,6963582,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04524754,6964739,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04512118,6965710,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04507893,6966035,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04492267,6967236,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04479319,6968232,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04474444,6968605,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04456556,6969979,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04453540,6970211,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04452682,6970277,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04450017,6970482,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04447638,6970664,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04445415,6970835,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04433026,6971788,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04433000,6971790,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04432961,6971793,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04430062,6972016,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04422522,6972594,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04418245,6972923,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04412473,6973367,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04412265,6973383,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04395872,6974642,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04393974,6974788,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04389567,6975125,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04388644,6975196,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04387786,6975266,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04386512,6975393,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04384419,6975587,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04383483,6975674,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04378829,6976113,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04370249,6976908,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04366024,6977295,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04361565,6977691,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04360954,6977748,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04354753,6978310,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04347824,6978962,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04347369,6979002,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04343404,6979364,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04321369,6981330,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04285801,6984520,,,Case-Only,,Retrospective,,,,False,False,False,False
NCT04725084,6949347,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04723407,6949476,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04719182,6949801,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04718519,6949852,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04714515,6950160,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04713852,6950211,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04713540,6950235,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04712292,6950331,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04707339,6950712,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04704388,6950939,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04703400,6951015,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04698382,6951401,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04695457,6951626,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04691934,6951896,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04689724,6952066,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04686747,6952295,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04686708,6952298,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04684836,6952442,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04684433,6952473,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04682093,6952653,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04679272,6952870,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04678024,6952966,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04677283,6953023,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04674410,6953244,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04672343,6953403,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04670094,6953576,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04669925,6953589,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04669509,6953621,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04668937,6953665,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04668196,6953722,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04668170,6953724,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04666753,6953833,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04659876,6954361,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04657510,6954543,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04651400,6955013,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04649996,6955121,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04649658,6955147,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04645433,6955472,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04643522,6955619,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04642703,6955682,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04642196,6955721,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04641988,6955737,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04637893,6956050,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04632173,6956489,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04628000,6956810,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04627194,6956872,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04623346,6957167,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04616950,6957658,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04605952,6958503,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04594356,6959394,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04593654,6959448,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04590378,6959700,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04590170,6959716,,,Cohort,,Retrospective,,,,False,False,False,False
NCT04405934,6973869,,Sequential Assignment,,Health Services Research,,None (Open Label),,"Superiority model:~Baseline/control phase 1 Sample collection and genomic sequencing from Covid-19 positive participants suspected of acquiring infection in hospital (suspected nosocomial Covid-19 infection where tested positive >48 hours after hospital admission) where sequencing reports not interpreted/actioned by Infection Prevention Control (IPC) site teams~Site intervention phase Sample collection and genomic sequencing from Covid-19 positive participants suspected of acquiring infection in hospital where sequencing reports generated both rapid or standard and received by site IPC teams for interpretation and action~Control phase 2 (prospective) Sample collection and genomic sequencing from Covid-19 positive participants suspected of acquiring infection in hospital where sequencing reports not interpreted/actioned by IPC site teams - where deemed ethical and approved by oversight committees i.e. DMEC.",False,False,False,False
NCT04394039,6974783,,Sequential Assignment,,Supportive Care,,None (Open Label),"participants do not know the hypothesis of the study, other people cannot influence the brainwave reaction",within-subjects before/ after study,False,False,False,False
NCT04708912,6950591,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04700254,6951257,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04659889,6954360,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04622748,6957213,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04618861,6957511,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04601012,6958883,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04551690,6962673,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04409535,6973592,,,Ecologic or Community,,Other,,,,False,False,False,False
NCT04698837,6951366,,,Other,,Other,,,,False,False,False,False
NCT04693052,6951811,,,Other,,Other,,,,False,False,False,False
NCT04683744,6952526,,,Other,,Other,,,,False,False,False,False
NCT04681079,6952731,,,Other,,Other,,,,False,False,False,False
NCT04646551,6955386,,,Other,,Other,,,,False,False,False,False
NCT04568148,6961409,,,Other,,Other,,,,False,False,False,False
NCT04532411,6964152,,,Other,,Other,,,,False,False,False,False
NCT04492449,6967222,,,Other,,Other,,,,False,False,False,False
NCT04492202,6967241,,,Other,,Other,,,,False,False,False,False
NCT04465474,6969294,,,Other,,Other,,,,False,False,False,False
NCT04435041,6971633,,,Other,,Other,,,,False,False,False,False
NCT04386044,6975437,,,Other,,Other,,,,False,False,False,False
NCT04366219,6977277,,,Other,,Other,,,,False,False,False,False
NCT04359836,6977845,,,Other,,Other,,,,False,False,False,False
NCT04351529,6978610,,,Other,,Other,,,,False,False,False,False
NCT04347278,6979010,,,Other,,Other,,,,False,False,False,False
NCT04716907,6949976,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04715477,6950086,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04712175,6950340,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04706325,6950790,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04703270,6951025,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04694573,6951694,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04691895,6951899,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04686721,6952297,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04673331,6953327,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04672590,6953384,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04655521,6954696,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04650191,6955106,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04641806,6955751,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04639440,6955931,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04629638,6956684,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04628637,6956761,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04623697,6957140,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04607941,6958351,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04591873,6959585,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04590222,6959712,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04583566,6960224,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04583319,6960243,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04583306,6960244,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04579588,6960530,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04566965,6961499,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04559009,6962110,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04558645,6962138,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04556149,6962330,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04549831,6962815,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04547114,6963024,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04540029,6963567,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04531735,6964204,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04531345,6964234,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04531319,6964236,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04527315,6964544,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04525443,6964687,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04519307,6965158,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04514003,6965565,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04513210,6965626,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04508933,6965955,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04503057,6966407,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04500639,6966593,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04490837,6967346,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04487873,6967574,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04479280,6968235,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04474067,6968634,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04472793,6968732,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04470323,6968921,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04468256,6969080,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04468217,6969083,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04459390,6969761,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04452487,6970292,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04451317,6970382,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04447495,6970675,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04447131,6970703,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04444687,6970891,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04443179,6971007,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04427267,6972229,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04418557,6972899,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04414904,6973180,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04412382,6973374,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04410471,6973520,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04407572,6973743,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04403672,6974042,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04402827,6974107,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04394390,6974756,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04389554,6975126,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04388618,6975198,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04387799,6975265,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04384887,6975547,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04384055,6975620,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04383899,6975635,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04380766,6975934,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04380727,6975938,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04728919,6976243,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04374110,6976556,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04374058,6976562,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04373148,6976647,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04368897,6977028,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04367142,6977188,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04366765,6977225,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04359914,6977838,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04358627,6977957,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04353245,6978450,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04352764,6978494,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04351711,6978594,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04347876,6978957,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04347798,6978964,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04346160,6979112,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04344964,6979223,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04337762,6979866,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04337424,6979897,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04337346,6979904,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04335773,6980037,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04326725,6980855,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04325919,6980924,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04324684,6981026,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04322786,6981203,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04322513,6981229,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04320732,6981386,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04282135,6984839,,,Case-Control,,Prospective,,,,False,False,False,False
NCT04354558,6978327,,,Cohort,,Prospective,,,,False,False,False,False
NCT04354519,6978331,,,Cohort,,Prospective,,,,False,False,False,False
NCT04354272,6978353,,,Cohort,,Prospective,,,,False,False,False,False
NCT04353401,6978435,,,Cohort,,Prospective,,,,False,False,False,False
NCT04353323,6978443,,,Cohort,,Prospective,,,,False,False,False,False
NCT04353141,6978460,,,Cohort,,Prospective,,,,False,False,False,False
NCT04352842,6978487,,,Cohort,,Prospective,,,,False,False,False,False
NCT04352634,6978506,,,Cohort,,Prospective,,,,False,False,False,False
NCT04351802,6978585,,,Cohort,,Prospective,,,,False,False,False,False
NCT04351659,6978599,,,Cohort,,Prospective,,,,False,False,False,False
NCT04351646,6978600,,,Cohort,,Prospective,,,,False,False,False,False
NCT04350710,6978687,,,Cohort,,Prospective,,,,False,False,False,False
NCT04350099,6978745,,,Cohort,,Prospective,,,,False,False,False,False
NCT04350073,6978748,,,Cohort,,Prospective,,,,False,False,False,False
NCT04349982,6978757,,,Cohort,,Prospective,,,,False,False,False,False
NCT04349202,6978835,,,Cohort,,Prospective,,,,False,False,False,False
NCT04349163,6978839,,,Cohort,,Prospective,,,,False,False,False,False
NCT04348942,6978859,,,Cohort,,Prospective,,,,False,False,False,False
NCT04348552,6978893,,,Cohort,,Prospective,,,,False,False,False,False
NCT04348448,6978902,,,Cohort,,Prospective,,,,False,False,False,False
NCT04348240,6978922,,,Cohort,,Prospective,,,,False,False,False,False
NCT04348214,6978924,,,Cohort,,Prospective,,,,False,False,False,False
NCT04347928,6978953,,,Cohort,,Prospective,,,,False,False,False,False
NCT04347850,6978960,,,Cohort,,Prospective,,,,False,False,False,False
NCT04347460,6978993,,,Cohort,,Prospective,,,,False,False,False,False
NCT04347408,6978998,,,Cohort,,Prospective,,,,False,False,False,False
NCT04346602,6979071,,,Cohort,,Prospective,,,,False,False,False,False
NCT04346264,6979102,,,Cohort,,Prospective,,,,False,False,False,False
NCT04346212,6979107,,,Cohort,,Prospective,,,,False,False,False,False
NCT04346186,6979110,,,Cohort,,Prospective,,,,False,False,False,False
NCT04346121,6979116,,,Cohort,,Prospective,,,,False,False,False,False
NCT04345640,6979158,,,Cohort,,Prospective,,,,False,False,False,False
NCT04345536,6979167,,,Cohort,,Prospective,,,,False,False,False,False
NCT04345510,6979170,,,Cohort,,Prospective,,,,False,False,False,False
NCT04344925,6979226,,,Cohort,,Prospective,,,,False,False,False,False
NCT04344249,6979288,,,Cohort,,Prospective,,,,False,False,False,False
NCT04344171,6979294,,,Cohort,,Prospective,,,,False,False,False,False
NCT04343339,6979370,,,Cohort,,Prospective,,,,False,False,False,False
NCT04342884,6979410,,,Cohort,,Prospective,,,,False,False,False,False
NCT04342806,6979417,,,Cohort,,Prospective,,,,False,False,False,False
NCT04342702,6979426,,,Cohort,,Prospective,,,,False,False,False,False
NCT04342637,6979431,,,Cohort,,Prospective,,,,False,False,False,False
NCT04341792,6979502,,,Cohort,,Prospective,,,,False,False,False,False
NCT04341766,6979504,,,Cohort,,Prospective,,,,False,False,False,False
NCT04341714,6979509,,,Cohort,,Prospective,,,,False,False,False,False
NCT04341519,6979526,,,Cohort,,Prospective,,,,False,False,False,False
NCT04341506,6979527,,,Cohort,,Prospective,,,,False,False,False,False
NCT04341480,6979530,,,Cohort,,Prospective,,,,False,False,False,False
NCT04341168,6979555,,,Cohort,,Prospective,,,,False,False,False,False
NCT04341012,6979570,,,Cohort,,Prospective,,,,False,False,False,False
NCT04340921,6979578,,,Cohort,,Prospective,,,,False,False,False,False
NCT04340479,6979619,,,Cohort,,Prospective,,,,False,False,False,False
NCT04340466,6979620,,,Cohort,,Prospective,,,,False,False,False,False
NCT04340219,6979643,,,Cohort,,Prospective,,,,False,False,False,False
NCT04353583,6979651,,,Cohort,,Prospective,,,,False,False,False,False
NCT04339998,6979664,,,Cohort,,Prospective,,,,False,False,False,False
NCT04339608,6979699,,,Cohort,,Prospective,,,,False,False,False,False
NCT04339322,6979720,,,Cohort,,Prospective,,,,False,False,False,False
NCT04338945,6979755,,,Cohort,,Prospective,,,,False,False,False,False
NCT04337983,6979846,,,Cohort,,Prospective,,,,False,False,False,False
NCT04337489,6979891,,,Cohort,,Prospective,,,,False,False,False,False
NCT04337190,6979914,,,Cohort,,Prospective,,,,False,False,False,False
NCT04337047,6979925,,,Cohort,,Prospective,,,,False,False,False,False
NCT04336761,6979950,,,Cohort,,Prospective,,,,False,False,False,False
NCT04335747,6980039,,,Cohort,,Prospective,,,,False,False,False,False
NCT04335162,6980090,,,Cohort,,Prospective,,,,False,False,False,False
NCT04334252,6980176,,,Cohort,,Prospective,,,,False,False,False,False
NCT04333875,6980213,,,Cohort,,Prospective,,,,False,False,False,False
NCT04333862,6980214,,,Cohort,,Prospective,,,,False,False,False,False
NCT04333849,6980215,,,Cohort,,Prospective,,,,False,False,False,False
NCT04333693,6980230,,,Cohort,,Prospective,,,,False,False,False,False
NCT04332913,6980301,,,Cohort,,Prospective,,,,False,False,False,False
NCT04331509,6980429,,,Cohort,,Prospective,,,,False,False,False,False
NCT04331171,6980460,,,Cohort,,Prospective,,,,False,False,False,False
NCT04331106,6980465,,,Cohort,,Prospective,,,,False,False,False,False
NCT04330599,6980508,,,Cohort,,Prospective,,,,False,False,False,False
NCT04330261,6980539,,,Cohort,,Prospective,,,,False,False,False,False
NCT04329546,6980604,,,Cohort,,Prospective,,,,False,False,False,False
NCT04329507,6980607,,,Cohort,,Prospective,,,,False,False,False,False
NCT04327674,6980768,,,Cohort,,Prospective,,,,False,False,False,False
NCT04327479,6980786,,,Cohort,,Prospective,,,,False,False,False,False
NCT04327180,6980814,,,Cohort,,Prospective,,,,False,False,False,False
NCT04326387,6980886,,,Cohort,,Prospective,,,,False,False,False,False
NCT04326309,6980893,,,Cohort,,Prospective,,,,False,False,False,False
NCT04325646,6980944,,,Cohort,,Prospective,,,,False,False,False,False
NCT04325412,6980962,,,Cohort,,Prospective,,,,False,False,False,False
NCT04325048,6980992,,,Cohort,,Prospective,,,,False,False,False,False
NCT04324866,6981009,,,Cohort,,Prospective,,,,False,False,False,False
NCT04324047,6981086,,,Cohort,,Prospective,,,,False,False,False,False
NCT04323839,6981105,,,Cohort,,Prospective,,,,False,False,False,False
NCT04323592,6981128,,,Cohort,,Prospective,,,,False,False,False,False
NCT04322279,6981248,,,Cohort,,Prospective,,,,False,False,False,False
NCT04321265,6981340,,,Cohort,,Prospective,,,,False,False,False,False
NCT04320862,6981374,,,Cohort,,Prospective,,,,False,False,False,False
NCT04320511,6981407,,,Cohort,,Prospective,,,,False,False,False,False
NCT04320472,6981410,,,Cohort,,Prospective,,,,False,False,False,False
NCT04320017,6981454,,,Cohort,,Prospective,,,,False,False,False,False
NCT04319172,6981532,,,Cohort,,Prospective,,,,False,False,False,False
NCT04318366,6981607,,,Cohort,,Prospective,,,,False,False,False,False
NCT04318314,6981611,,,Cohort,,Prospective,,,,False,False,False,False
NCT04316884,6981735,,,Cohort,,Prospective,,,,False,False,False,False
NCT04314232,6981976,,,Cohort,,Prospective,,,,False,False,False,False
NCT04312100,6982162,,,Cohort,,Prospective,,,,False,False,False,False
NCT04307459,6982576,,,Cohort,,Prospective,,,,False,False,False,False
NCT04279795,6985059,,,Cohort,,Prospective,,,,False,False,False,False
NCT04279782,6985060,,,Cohort,,Prospective,,,,False,False,False,False
NCT04275947,6985403,,,Cohort,,Prospective,,,,False,False,False,False
NCT04274322,6985551,,,Cohort,,Prospective,,,,False,False,False,False
NCT04270383,6985906,,,Cohort,,Prospective,,,,False,False,False,False
NCT04259892,6986844,,,Cohort,,Prospective,,,,False,False,False,False
NCT04245631,6988100,,,Cohort,,Prospective,,,,False,False,False,False
NCT04233268,6989070,,,Cohort,,Prospective,,,,False,False,False,False
NCT04169542,6993912,,,Cohort,,Prospective,,,,False,False,False,False
NCT04609969,6958195,N/A (Single arm trial),Single Group Assignment,,Diagnostic,,None (Open Label),,"Two concurrent nasopharyngeal swab specimens are collected for each participant. Comparison between RT-qPCR and COVID-VIRO® results of RT-qPCR positive patients is used to assess COVID-VIRO® sensitivity. Conversely, comparison between RT-qPCR and COVID-VIRO® results of RT-qPCR negative patients is used to assess COVID-VIRO® specificity.",False,False,False,False
