nct_id,id,downcase_name
NCT04377997,12462055,cardiovascular diseases
NCT04390555,12459966,cardiovascular diseases
NCT04393636,12459521,cardiovascular diseases
NCT04397939,12458860,cardiovascular diseases
NCT04412369,12456724,cardiovascular diseases
NCT04430374,12454174,cardiovascular diseases
NCT04475471,12447491,cardiovascular diseases
NCT04492384,12445041,cardiovascular diseases
NCT04506528,12442828,cardiovascular diseases
NCT04508920,12442507,cardiovascular diseases
NCT04508985,12442494,cardiovascular diseases
NCT04591210,13155900,cardiovascular diseases
NCT04624503,12425734,cardiovascular diseases
NCT04661189,12420433,cardiovascular diseases
NCT04624503,12425736,cardiovascular morbidity
NCT04374110,12462719,cardiovascular risk factor
NCT04390555,12459967,cardiovascular risk factor
NCT04393636,12459522,cardiovascular risk factor
NCT04422418,12455300,cardiovascular risk factor
NCT04658433,12420866,cardiovascular risk factor
NCT04433286,12453737,career burnout
NCT04376944,12462237,caregivers
NCT04420338,12455650,caregivers of chronic hemodialysis patients
NCT04602312,12428984,catastrophizing coronavirus (covid-19)
NCT04359914,12465123,central nervous system injury
NCT04525742,12440040,cerebral palsy
NCT04423003,12455226,"change; endoscopy, covid-19"
NCT04413435,12456578,characteristics disease
NCT04389684,12460088,chemeotherapy
NCT04387955,12460357,chilblains
NCT04455308,12450427,chilblains
NCT04531618,12439180,child development
NCT04713150,12412822,child development
NCT04565509,12434307,child development disorder
NCT04615000,12427178,"children, only"
NCT04491201,12445287,china
NCT04385147,12460861,cholangiocarcinoma
NCT04385147,12460860,"cholangitis, secondary biliary"
NCT04542512,12437556,cholecystitis suppurative
NCT04542512,12437554,"cholecystitis, acute"
NCT04542512,12437555,cholecystitis; gangrenous
NCT04384406,12460976,chronic disabling
NCT04458246,12449998,chronic disease
NCT04458246,12450000,chronic disease of immune system
NCT04458246,12449999,chronic diseases in adolescence
NCT04363606,12464513,chronic fatigue syndrome
NCT04574050,12433133,chronic heart failure
NCT04420338,12455649,chronic hemodialysis patients
NCT04492527,12445006,chronic illness
NCT04492527,12445007,"chronic illnesses, multiple"
NCT04447144,12451631,chronic inflammation
NCT04458246,12450001,chronic kidney diseases
NCT04439084,12452897,chronic liver disease
NCT04665115,12419808,chronic lymphocytic leukemia
NCT04665115,12419809,chronic lymphocytic leukemia/small lymphocytic lymphoma
NCT04414267,12456471,chronic obstructive pulmonary disease
NCT04639349,12423531,chronic obstructive pulmonary disease
NCT04654481,12421413,chronic obstructive pulmonary disease
NCT04693975,12415679,chronic obstructive pulmonary disease
NCT04351399,12466506,chronic pain
NCT04353011,12466236,chronic pain
NCT04457388,12450126,chronic pain
NCT04539821,12437974,chronic pain
NCT03944447,12526672,chronic pain due to injury
NCT03944447,12526673,chronic pain due to trauma
NCT03944447,12526671,chronic pain syndrome
NCT04658979,12420811,chronic pulmonary disease
NCT04431297,13174628,chronic stress
NCT04357275,12465538,circulatory shock
NCT04699851,12414749,citizen self-reported symptoms
NCT04584424,12431628,clinical
NCT04476823,12447265,clinical practice during the covid-19 crisis
NCT04342650,12467940,clinical trial
NCT04569825,12433686,clinical trial
NCT04609371,12427979,coaching
NCT04377490,12462157,coagulation
NCT04278404,12478960,coagulation disorder
NCT04408235,12457302,coagulation disorder
NCT04460664,12449649,coagulation disorder
NCT04479280,12446928,coagulation disorder
NCT04356144,12465738,"coagulation disorder, blood"
NCT04363840,12464462,coagulopathy
NCT04435015,12453479,coagulopathy
NCT04528888,12439570,coagulopathy
NCT04632719,12424557,cognitive dysfunction
NCT04523610,13174370,cognitive impairment
NCT04632719,12424555,cognitive impairment
NCT04644172,12422848,cognitive impairment
NCT04410263,12457016,coinfection
NCT04488549,12445642,colo-rectal cancer
NCT04432870,12453782,colon cancer
NCT04488549,12445643,colon cancer
NCT04344964,12467567,colon disease
NCT04401124,12458359,colorectal cancer
NCT04587258,12431191,colorectal cancer
NCT04637893,12423744,colorectal cancer
NCT04686747,12416764,colorectal cancer
NCT04683744,12417158,colorectal cancer screening
NCT04712292,12412946,colorectal neoplasms malignant
NCT04476589,12447305,coma
NCT04367740,12463813,communicable disease
NCT04540484,12437879,communicable disease
NCT04453475,12450696,communication
NCT04680858,12417587,communication
NCT04418947,12455845,communication research
NCT04616989,12426813,community mental health
NCT04505605,12442955,community-acquired pneumonia
NCT04548895,12436692,community-acquired respiratory tract infection
NCT04409197,12457189,comorbidities
NCT04368845,12468207,comorbidities and coexisting conditions
NCT04392115,12459722,comorbidities and coexisting conditions
NCT04425213,12454925,comorbidities and coexisting conditions
NCT04368676,12463633,compassion fatigue
NCT04554264,12435921,complicated grief
NCT04459533,12449808,complication of medical care
NCT04480034,12446824,complication of surgical procedure
NCT04453748,12450645,complications
NCT04497311,12444329,computed tomography
NCT04409197,12457190,confinement
NCT04336384,13050433,congenital heart disease
NCT04346160,12467384,conjunctivitis
NCT04702295,12414420,connective tissue diseases
NCT04476589,12447306,consciousness disorder
NCT04556604,12435550,consent
NCT04597736,12429658,contact case
NCT04537975,12438233,continuous renal replacement therapy
NCT04323800,12471114,convalescence
NCT04374084,12462724,convalescence
NCT04403477,12457986,convalescence
NCT04452812,12450780,convalescent plasma
NCT04347681,12467133,convalescent plasma for covid 19
NCT04407598,12457384,copd
NCT04407598,12457383,copd exacerbation
NCT04681001,12417572,covid-19
NCT04661930,12420325,covid-19
NCT04381338,12461487,covid-19
NCT04401436,12458306,covid-19
NCT04308317,12473740,covid-19
NCT04322396,13156980,covid-19
NCT04327388,12470556,covid-19
NCT04328467,12470375,covid-19
NCT04341519,12468110,covid-19
NCT04345289,12467511,covid-19
NCT04350723,12466616,covid-19
NCT04352985,12466242,covid-19
NCT04353037,12466233,covid-19
NCT04353583,12468327,covid-19
NCT04355728,12465790,covid-19
NCT04357327,12465529,covid-19
NCT04357366,13156879,covid-19
NCT04359836,12465143,covid-19
NCT04360538,12465014,covid-19
NCT04363268,12464568,covid-19
NCT04363450,12464536,covid-19
NCT04371315,12463179,covid-19
NCT04374565,12462640,covid-19
NCT04377607,12462136,covid-19
NCT04377672,12462126,covid-19
NCT04378738,12461928,covid-19
NCT04382040,12461361,covid-19
NCT04382391,12461310,covid-19
NCT04386447,12460640,covid-19
NCT04391140,12459862,covid-19
NCT04396353,12459123,covid-19
NCT04398004,12458850,covid-19
NCT04399798,12458555,covid-19
NCT04410263,12457014,covid-19
NCT04412356,12456729,covid-19
NCT04412551,12456698,covid-19
NCT04414267,12456469,covid-19
NCT04418128,12455960,covid-19
NCT04418531,12455916,covid-19
NCT04420247,12455664,covid-19
NCT04421664,12455422,covid-19
NCT04424017,12455082,covid-19
NCT04425759,12454825,covid-19
NCT04437823,12453074,covid-19
NCT04445207,12451919,covid-19
NCT04448145,12451490,covid-19
NCT04456088,12450323,covid-19
NCT04459351,12449831,covid-19
NCT04459403,12467215,covid-19
NCT04459702,12449776,covid-19
NCT04465981,12448803,covid-19
NCT04471831,12448018,covid-19
NCT04473261,12447824,covid-19
NCT04475601,12447470,covid-19
NCT04477902,12447105,covid-19
NCT04479332,12446916,covid-19
NCT04480333,12446779,covid-19
NCT04482686,12446433,covid-19
NCT04486521,12445917,covid-19
NCT04377776,12462101,kidney transplant
NCT04542954,12437488,kidney transplant infection
NCT04369456,12463494,kidney transplant; complications
NCT04511429,12442140,kidney transplantation
NCT04479345,12446915,"knowledge, attitudes, practice"
NCT04492202,12445070,"knowledge, attitudes, practice"
NCT04631367,12424739,"knowledge, attitudes, practice"
NCT04520880,12440689,laboratory-confirmed sars-cov 2 infection
NCT04407143,13050174,lung cancer
NCT04395144,12459296,lung diseases
NCT04442789,12452272,lung diseases
NCT04611243,12427710,lung function
NCT04502069,12443489,lung infection
NCT04591158,12430655,lung infection
NCT04341038,12468182,lung injury
NCT04499378,12443999,"lung injury, acute"
NCT04568005,12433925,lymphedema
NCT04666025,12419655,lymphoblastic lymphoma
NCT04386512,12460630,lymphoma
NCT04474301,12447653,melanoma
NCT04413058,12456637,menstrual irregularity
NCT04356885,12465598,mental disorder
NCT04359875,12465135,mental disorder
NCT04384419,12460974,mental disorder
NCT04433260,12453740,mental health
NCT04556565,12435555,mental health conditions
NCT04556565,12435554,mental health disorder
NCT04649736,12422089,mental health disorder
NCT04426305,12454750,mental health impairment
NCT04394013,12459445,mental health issue
NCT04409535,12457137,mental health issue
NCT04448704,12451418,mental health issue
NCT04476667,13174525,mental health issue
NCT04495543,12444589,mental health issue
NCT04646616,12422512,mental health issue
NCT04682561,12417333,mental health issue
NCT04536441,12438458,mental health wellness
NCT04365348,12464192,mental health wellness 1
NCT04365361,12464191,mental health wellness 1
NCT04383470,12461129,mental health wellness 1
NCT04385238,12460837,mental health wellness 1
NCT04397848,12458869,mental health wellness 1
NCT04453566,12450671,mental health wellness 1
NCT04609371,12427978,mental health wellness 1
NCT04615741,12427051,mental health wellness 1
NCT04726371,12410929,mental illness
NCT04396600,12459082,mental resilience
NCT04443699,12452123,mental well-being
NCT04371393,12463169,mesenchymal stromal cells
NCT04485351,12446064,metabolic disease
NCT04626089,12425495,metabolic syndrome
NCT04645498,12422674,"metabolism, inborn errors"
NCT04444713,12451991,metacognitive variables
NCT04466982,12448661,microsomia
NCT04389372,12460147,migraine headache
NCT04410536,12456970,"migraine, hemicrania"
NCT04385797,12460746,mild cognitive impairment
NCT04480112,12446816,mild cognitive impairment
NCT04521296,12440642,mild to moderate covid-19
NCT04705844,12413859,mild to moderate covid-19
NCT04711863,12413012,mild to moderate covid-19
NCT04414124,12456488,mild-to-moderate covid-19
NCT04555005,12435796,mindfulness
NCT04720404,12411789,mindfulness
NCT04640038,12423451,mis-c
NCT04602260,12428993,mobility limitation
NCT04575064,12432983,moderate and severe covid-19
NCT04474340,12447648,"moderate covid-19 pneumonia, severe covid-19 pneumonia"
NCT04522037,12440533,moderate to severe dyspnea
NCT04453540,12450677,molecular diagnosis
NCT04602637,12428926,monitor training load
NCT04414371,12456452,mood
NCT04426266,12454763,mood
NCT04551274,12436305,mood
NCT04626050,12425502,moral injury
NCT04499378,12443998,morality
NCT04641858,12423185,morbidity
NCT04390516,12459973,mortality
NCT04410471,12456981,mortality
NCT04423991,12455086,mortality
NCT04468802,12448414,mortality
NCT04573868,12433168,mortality
NCT04645433,12422679,mortality
NCT04531618,12439181,mother-infant interaction
NCT04721457,12411647,mouthwashes
NCT04597242,12429715,mrsa bacteremia
NCT04597242,12429714,mrsa bloodstream infection
NCT04597242,12429716,mrsa right-sided endocarditis
NCT04379661,12461771,ms (multiple sclerosis)
NCT04492527,12445005,multiple chronic conditions
NCT04451317,12450988,physical activity
NCT04400305,12458476,"physical activity, healthy promotion"
NCT04673318,12418665,physical disability
NCT04433286,12453736,physical stress
NCT04361435,12464876,physiotherapy
NCT04568564,12433849,physiotherapy
NCT04397666,12458905,pinkeye
NCT04373213,12462852,pleth variability index
NCT04342897,12467897,pneumonia
NCT04349618,13156902,pneumonia
NCT04355429,12465840,pneumonia
NCT04357496,12465497,pneumonia
NCT04358510,12465357,pneumonia
NCT04365764,12464138,pneumonia
NCT04366791,12463969,pneumonia
NCT04372199,12463037,pneumonia
NCT04374565,12462643,pneumonia
NCT04374591,12462637,pneumonia
NCT04379531,12461810,pneumonia
NCT04382547,12461276,pneumonia
NCT04394793,12459351,pneumonia
NCT04399980,12458525,pneumonia
NCT04407468,12457400,pneumonia
NCT04424355,12455040,pneumonia
NCT04425382,12454888,pneumonia
NCT04433546,12453688,pneumonia
NCT04433949,12453626,pneumonia
NCT04439071,12452898,pneumonia
NCT04453540,12450676,pneumonia
NCT04466683,12448710,pneumonia
NCT04492514,12445016,pneumonia
NCT04500067,12443909,pneumonia
NCT04542044,12437622,pneumonia
NCT04581954,12431963,pneumonia
NCT04618042,12426685,pneumonia
NCT04629703,12424966,pneumonia
NCT04661540,12420393,pneumonia
NCT04313946,12472750,pneumonia atypical
NCT04387799,12460379,"pneumonia, bacterial"
NCT04313946,12472748,"pneumonia, interstitial"
NCT04313946,12472749,"pneumonia, ventilator-associated"
NCT04327401,12470554,"pneumonia, viral"
NCT04341766,12468077,"pneumonia, viral"
NCT04344951,12467570,"pneumonia, viral"
NCT04345861,12467441,"pneumonia, viral"
NCT04355494,12465828,"pneumonia, viral"
NCT04356508,12465659,"pneumonia, viral"
NCT04374071,12462729,"pneumonia, viral"
NCT04380818,12461570,"pneumonia, viral"
NCT04381364,12461481,"pneumonia, viral"
NCT04381923,12461383,"pneumonia, viral"
NCT04384055,12461027,"pneumonia, viral"
NCT04387799,12460378,"pneumonia, viral"
NCT04399681,12458576,"pneumonia, viral"
NCT04408235,12457301,"pneumonia, viral"
NCT04414293,13156702,"pneumonia, viral"
NCT04418531,12455915,"pneumonia, viral"
NCT04422691,12455265,"pneumonia, viral"
NCT04424836,12454974,"pneumonia, viral"
NCT04429555,12454277,"pneumonia, viral"
NCT04435327,12453442,"pneumonia, viral"
NCT04453501,12450683,"pneumonia, viral"
NCT04456088,12450322,"pneumonia, viral"
NCT04474340,12447649,"pneumonia, viral"
NCT04476992,12447234,"pneumonia, viral"
NCT04480034,12446825,"pneumonia, viral"
NCT04493242,12444913,"pneumonia, viral"
NCT04513314,12441885,"pneumonia, viral"
NCT04517123,12441249,"pneumonia, viral"
NCT04528888,12439569,"pneumonia, viral"
NCT04550325,12436486,"pneumonia, viral"
NCT04561219,12434926,"pneumonia, viral"
NCT04570254,12433630,"pneumonia, viral"
NCT04606407,12428375,"pneumonia, viral"
NCT04627194,12425329,"pneumonia, viral"
NCT04629703,12424967,"pneumonia, viral"
NCT04675086,12418381,"pneumonia, viral"
NCT04445428,12451880,"poliovirus vaccine, oral"
NCT04361448,13156866,polymerase chain reaction
NCT04604145,12428720,polymerase chain reaction
NCT04574050,12433137,post covid-19
NCT04657484,12420983,post covid-19 diffuse lung disease
NCT04694768,12415540,post covid-19 syndrome
NCT04661423,12420403,post icu rehabilitation
NCT04490278,12445416,post icu syndrome
NCT04422444,12455298,post intensive care unit syndrome
NCT04501445,12443729,post intensive care unit syndrome
NCT04505761,12442929,post intensive care unit syndrome
NCT04366817,12463964,post partum depression
NCT04516668,12441309,post partum depression
NCT04374097,12462720,post traumatic stress disorder
NCT04396600,12459076,post traumatic stress disorder
NCT04402229,12458171,post traumatic stress disorder
NCT04424771,12454985,post traumatic stress disorder
NCT04442243,12452361,post traumatic stress disorder
NCT04455360,12450416,post traumatic stress disorder
NCT04470869,12448144,post traumatic stress disorder
NCT04501445,12443730,post traumatic stress disorder
NCT04615195,12427118,post traumatic stress disorder
NCT04558437,12435334,post traumatic stress disorder (ptsd)
NCT04394455,12459389,post traumatic stress symptoms
NCT04560413,12435074,post-stroke depression
NCT04341519,12468111,post-traumatic stress disorder
NCT04626050,12425501,post-traumatic stress disorder
NCT04705831,12413861,post-viral disorder (disorder)
NCT04705831,12413860,post-viral fatigue syndrome
NCT04389515,12460122,postoperative care
NCT04437342,12453141,postpartum depression
NCT04487171,12445838,postpartum depression
NCT04396314,12459128,posttraumatic stress disorder
NCT04510402,12442303,povidone iodine adverse reaction
NCT04355234,12465866,pregnancy
NCT04360811,12464976,pregnancy
NCT04432779,12453793,pregnancy
NCT04385238,12460836,pregnancy complications
NCT04416373,12456209,pregnancy complications
NCT04418557,12455913,pregnancy complications
NCT04433364,12453723,pregnancy complications
NCT04463758,12449118,pregnancy complications
NCT04519502,12440887,pregnancy complications
NCT04433364,12453725,pregnancy in diabetic
NCT04433364,12453724,pregnancy preterm
NCT04336787,12468900,pregnancy related
NCT04363177,12464584,pregnancy related
NCT04431869,12453932,pregnancy related
NCT04568044,12433921,pregnancy related
NCT04703270,12414285,pregnancy related
NCT04718220,12412066,pregnancy related
NCT04629001,12425062,pregnancy without complications except getting covid-19 infection
NCT04515108,12441527,"pregnancy, infections in"
NCT04647994,12422329,pregnant women
NCT04558996,12435266,prelabor rupture of membranes
NCT04389515,12460121,prenatal care
NCT04713150,12412823,prenatal infection
NCT04713150,12412824,prenatal stress
NCT04512118,12442055,presence of covid-19 compatible ct abnormalities
NCT04699578,12414782,preterm birth
NCT04412746,12456674,prevalence
NCT04448769,12451411,prevalence
NCT04344197,12467690,preventive measures
NCT04602481,12428953,primary ciliary dyskinesia
NCT04459689,12449782,primary immune deficiency
NCT04724642,12463035,primary immunodeficiency
NCT04646421,12422538,problem gambling
NCT04677270,12418081,problem solving
NCT04604769,12428605,professional stress
NCT04491994,12445102,progression
NCT04667936,12419401,prone position
NCT04336748,12468909,prophylaxis
NCT04363450,12464538,prophylaxis
NCT04573270,12433253,prophylaxis
NCT04652648,12421688,prophylaxis
NCT04623346,12425921,proximal humeral fracture
NCT04345159,12467541,psoriatic arthritis
NCT04347798,12467117,psoriatic arthritis
NCT04410835,12456926,psychiatric disorder
NCT04362930,12464619,psychiatric disorders
NCT04381845,12461395,psychiatric disorders
NCT04456062,12450326,psychiatric hospitalization
NCT04568707,12433831,psychiatric manifestations
NCT04453475,12450695,psychological adaptation
NCT04453475,12450694,psychological adjustment
NCT04453475,12450693,psychological disability
NCT04453475,12450690,psychological disease
NCT04453475,12450691,psychological disorder
NCT04380909,12461557,psychological distress
NCT04400279,12458479,psychological distress
NCT04410835,12456927,psychological distress
NCT04453475,12450688,psychological distress
NCT04460677,12449644,psychological distress
NCT04536441,12438460,psychological distress
NCT04573361,12433239,psychological distress
NCT04617262,12426782,psychological distress
NCT04453475,12450692,psychological impairment
NCT04536441,12438459,psychological security
NCT04398277,12458809,psychological stress
NCT04453475,12450689,psychological stress
NCT04728958,12462107,psychological stress
NCT04368676,12463634,psychological trauma
NCT04720404,12411791,psychopathology
NCT04694482,12415587,psychosis;schizophrenic
NCT04453475,12450686,psychosomatic disorder
NCT04445324,12451898,psychotic disorders
NCT04363177,12464583,ptsd
NCT04385238,12460840,ptsd
NCT04377581,12462138,public health
NCT04386070,12460707,pulmonary complications in surgical patients
NCT04364594,12464336,pulmonary disease
NCT04407182,12457448,pulmonary disease
NCT04506528,12442827,pulmonary disease
NCT04511962,12442075,pulmonary disease
NCT04529408,12439488,pulmonary disease
NCT04684602,12417038,pulmonary disorders
NCT04433546,12453689,pulmonary edema
NCT04537975,12438234,pulmonary edema
NCT04373707,12462786,pulmonary embolism
NCT04374617,12462631,pulmonary embolism
NCT04400877,12458394,pulmonary embolism
NCT04410549,12456969,pulmonary embolism
NCT04508439,12442569,pulmonary embolism
NCT04558125,12435382,pulmonary embolism
NCT04696913,12415202,pulmonary embolism
NCT04374617,12462632,pulmonary embolism and thrombosis
NCT04400799,12458403,"pulmonary embolism, deep vein thrombosis"
NCT04416100,12456245,pulmonary fibrosis
NCT04482595,12446450,pulmonary fibrosis
NCT04488562,12445641,pulmonary fibrosis
NCT04537130,12438373,pulmonary fibrosis
NCT04348513,12467003,pulmonary infection
NCT04422691,12455266,pulmonary infection
NCT04457609,12450077,pulmonary infection
NCT04433546,12453690,pulmonary inflammation
NCT04482634,12446444,pulmonary rehabilitation
NCT04666311,12419608,pulmonary tuberculosis
NCT04667936,12419404,pulmonary ventilation
NCT04554251,12435926,pulmonology
NCT04437901,12453062,"qt interval, variation in"
NCT04368312,12463717,quality of life
NCT04377464,12462160,quality of life
NCT04394078,12459435,quality of life
NCT04401111,12458363,quality of life
NCT04433312,12453734,quality of life
NCT04460170,12449711,quality of life
NCT04466982,12448663,quality of life
NCT04472559,12447898,quality of life
NCT04522128,12440522,quality of life
NCT04557358,12435471,quality of life
NCT04584658,12431583,quality of life
NCT04632719,12424559,quality of life
NCT04638842,12423609,quality of life
NCT04659746,12420673,quality of life
NCT04552392,12436172,quarantine
NCT04419545,12455762,radiology
NCT04346082,12467402,stress
NCT04367363,12463866,stress
NCT04394039,12459441,stress
NCT04396600,12459070,stress
NCT04397835,12458879,stress
NCT04397848,12458872,stress
NCT04442152,12452377,stress
NCT04453566,12450673,stress
NCT04472559,12447899,stress
NCT04498442,13049694,stress
NCT04523610,13174371,stress
NCT04531774,12439159,stress
NCT04659746,12420674,stress
NCT04685681,12416897,stress
NCT04713111,12412833,stress
NCT04728958,12462110,stress
NCT04396600,12459071,stress disorder
NCT04385121,12460870,"stress disorders, post-traumatic"
NCT04443075,12452240,"stress disorders, post-traumatic"
NCT04603781,12428775,stress reaction
NCT04396600,12459079,stress related disorder
NCT04441632,12452443,"stress, emotional"
NCT04595084,12430069,"stress, emotional"
NCT04337047,12468862,"stress, psychological"
NCT04346810,12467279,"stress, psychological"
NCT04375644,12462438,"stress, psychological"
NCT04396600,12459072,"stress, psychological"
NCT04460677,12449645,"stress, psychological"
NCT04497636,12444287,"stress, psychological"
NCT04526145,12439964,"stress, psychological"
NCT04615741,12427053,"stress, psychological"
NCT04656626,12421116,"stress, psychological"
NCT04728958,12462109,"stress, psychological"
NCT04392453,13156742,stroke
NCT04471831,12448019,stroke
NCT04535128,12438685,stroke
NCT04542083,12437617,stroke
NCT04611425,12427685,stroke
NCT04377425,12462170,"stroke, acute"
NCT04402229,12458170,student
NCT04620798,12426284,students
NCT04496076,12444504,subarachnoid hemorrhage
NCT04584658,12431577,subglottic stenosis
NCT04426266,12454762,subjective health complaint
NCT04595084,12430067,substance use
NCT04460027,12449729,substance use disorders
NCT04495543,12444587,suicidal ideation
NCT04495543,12444588,suicide
NCT04379661,12461773,support groups
NCT04701502,12414524,supportive care
NCT04344197,12467686,surgery
NCT04344665,12467616,surgery
NCT04397575,12458925,surgery
NCT04434261,12453578,surgery
NCT04458337,12449988,surgery
NCT04480580,12446744,surgery
NCT04547218,12436888,surgery
NCT04479150,12446946,surgery--complications
NCT04425499,12454871,surgical education
NCT04703400,12414269,surgical education
NCT04471701,12448037,"survey, family life"
NCT04371250,12463194,surveys and questionnaires
NCT04547634,12436840,survivorship
NCT04402827,12458087,"susceptibility, disease"
NCT04540406,13163555,suspected or confirmed covid-19
NCT04584658,12431579,swallowing disorder
NCT04351191,12466539,symptomatic condition
NCT04373044,12462885,symptomatic covid-19 infection laboratory-confirmed
NCT04433949,12453628,symptomatic covid-19 infection laboratory-confirmed
NCT04455958,12450337,symptomatic covid-19 infection laboratory-confirmed
NCT04532372,12439089,symptomatic covid-19 infection laboratory-confirmed
NCT04665115,12419813,symptomatic covid-19 infection laboratory-confirmed
NCT04515199,12441516,symptoms
NCT04649957,12422056,symptoms and general pathology
NCT04677283,12418080,symptoms related to covid-19
NCT04510467,12442294,systemic autoimmune disease
NCT04470323,12448215,t cell deficiency
NCT04699851,12414748,tailored recommendations
NCT04532632,12439049,taste disorders
NCT04412239,12456750,tb - tuberculosis
NCT04513496,12441862,telemedicine
NCT04591873,12430564,telemedicine
NCT04652674,12421679,telemedicine
NCT04367714,12463817,terminal renal insufficiency
NCT04568096,12433915,the lung complication of covid-19
NCT04363541,12464524,thermotherapy
NCT04394000,12459447,thromboembolism
NCT04616846,12426833,thromboembolism
NCT04719182,12411943,thromboembolism
NCT04444700,12451995,"thromboembolism, venous"
NCT04519398,12440904,thrombophilia
NCT04366778,12463972,thrombosis
NCT04373707,12462785,thrombosis
NCT04519398,12440902,thrombosis
NCT04623177,12425950,thrombosis
NCT04719182,12411942,thrombosis
NCT04570397,12433614,thrombotic microangiopathies
NCT04403061,12458045,tlrs
NCT04412031,12456775,to predict an unfavorable evolution of covid-19 at the hospital admission of patients
NCT04646525,12422527,tonsil hypertrophy
NCT04640610,12423363,tonsillectomy
NCT04437901,12453061,torsades de pointe caused by drug
NCT04363775,12464479,tracheal intubation
NCT04686721,12416766,tracheal stenosis
NCT04447638,12451579,tracheostomy
NCT04642703,12423057,tracheostomy
NCT04412356,12456727,tracheostomy complication
NCT04372693,12462942,traditional classroom-based learning
NCT04652648,12421687,transmission
NCT04376775,12462264,transplantation
NCT04479124,12446949,trauma
NCT04396600,12459073,"trauma, psychological"
NCT04496076,12444505,traumatic brain injury
NCT04405362,12457718,traumatic stress disorder
NCT04431856,12453938,traumatic stress disorder
NCT04407923,12457339,treatment
NCT04474444,12447632,treatment
NCT04389684,12460090,treatment mofidied
NCT04494204,12444768,treatment of covid-19 virus infection
NCT04592354,12430490,treatment of fatigue after resolution of covid-19 infection
NCT04498065,12444227,troponin elevation
NCT04563676,12434564,tsh
NCT04677478,12418046,tuberculosis
NCT04666311,12419609,tuberculosis diagnosis
NCT04677842,12418004,tuberculosis infection
NCT04567979,12433929,tumor
NCT04426266,12454759,two-item generalised anxiety disorder scale
NCT04247620,12484242,type 1 diabetes
NCT04558645,12435306,type 1 diabetes mellitus
NCT04535700,12438564,type 2 diabetes
NCT04607915,13065684,type 2 diabetes
NCT04626089,12425496,type 2 diabetes
NCT04623697,12425856,type1diabetes
NCT04587414,12431167,type2 diabetes
NCT04634214,12424342,type2 diabetes
NCT04487769,12445767,ultrasound
NCT04382131,12461346,upper respiratory tract infections
NCT04446169,12451765,urine
NCT04684602,12417040,urologic disorders
NCT04351139,12466548,uterine neoplasms
NCT04460703,12449640,vaccination
NCT04729374,13070381,vaccine
NCT04530357,12439372,vaccine adverse reaction
NCT04706156,12413817,vaccine adverse reaction
NCT04604743,12428607,vaccine refusal
NCT04344964,12467569,"varices, esophageal"
NCT04468412,12448461,vascular; damage
NCT04374617,12462627,venous thromboembolism
NCT04400877,12458393,venous thromboembolism
NCT04409834,12457100,venous thromboembolism
NCT04662684,12420209,venous thromboembolism
NCT04374617,12462628,venous thromboses
NCT04374617,12462630,venous thrombosis pulmonary
NCT04629222,12425040,ventilation lung scintigraphy during covid-19 infection
NCT04372576,12462971,ventilator associated pneumonia
NCT04488510,12445652,ventilator associated pneumonia
NCT04572438,12433355,ventilator lung
NCT04726150,12410987,ventricular arrythmia
NCT04368637,12463640,ventricular tachycardia
NCT04416373,12456210,vertical transmission of infectious disease
NCT04646616,12422513,violence
NCT04684602,12417041,viral illness
NCT04355481,12465831,viral infection
NCT04356144,12465737,viral infection
NCT04423692,12455128,viral infection
NCT04480034,12446826,viral infection
NCT04583449,12431777,viral infection
NCT04655521,12421282,viral infection
NCT04705753,12413891,viral infection
NCT04721457,12411648,viral load
NCT04345289,12467512,viral pneumonia
NCT04606407,12428372,viral pneumonia
NCT04644302,12422834,viral pneumonia
NCT04344288,12467674,viral pneumonia human coronavirus
NCT04382131,12461347,virus
NCT04393415,12459557,virus
NCT04377724,12462120,virus disease
NCT04403100,12458038,virus disease
NCT04409873,12457093,virus disease
NCT04636320,12423977,virus disease
NCT04322396,13156978,virus diseases
NCT04346264,12467366,virus diseases
NCT04357366,13156878,virus diseases
NCT04367740,12463812,virus diseases
NCT04376034,12462365,virus diseases
NCT04382131,12461350,virus diseases
NCT04398004,12458849,virus diseases
NCT04398043,12458844,virus diseases
NCT04412551,12456699,virus diseases
NCT04414267,12456468,virus diseases
NCT04476979,12447238,virus diseases
NCT04710199,12413244,virus diseases
NCT04382131,12461349,virus shedding
NCT04360837,12464973,virus; pneumonia
NCT04482387,12446472,visual impairment
NCT03680274,12563015,vitamin c
NCT04401150,12458354,vitamin c
NCT04502667,12443409,vitamin d
NCT04535791,12438554,vitamin d
NCT04363840,12464461,vitamin d deficiency
NCT04386044,12460713,vitamin d deficiency
NCT04407572,12457388,vitamin d deficiency
NCT04476680,12447284,vitamin d deficiency
NCT04482673,12446439,vitamin d deficiency
NCT04525820,12440022,vitamin d deficiency
NCT04628000,12425209,vitamin d deficiency
NCT04584658,12431578,voice disorders
NCT04665115,12419814,waldenstrom macroglobulinemia
NCT04426318,12454747,well-being
NCT04522037,12440534,without resuscitation objective management
NCT04496869,12444393,women
NCT04490200,12445425,"worker-patient transmission, healthcare"
NCT04368676,12463632,workplace stress
NCT04623346,12425922,wrist fracture
NCT04363450,12464537,wuhan coronavirus
NCT04371250,12463193,youth
NCT04407572,12457387,zinc deficiency
NCT04377581,12462143,global health
NCT04554251,12435925,global impact
NCT04427631,12454575,glue ear
NCT04351139,12466546,gynecologic cancer
