"ID","URL","PDF","Country","Region","Date","Completion","Trial status","Design","Blinding","Arms","COVID-19 status","Patient setting","Outcome","Treatment","Size"
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"United States","Missouri","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"United States","New York","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"United States","North Carolina","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"United States","Pennsylvania","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"United States","Rhode Island","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"United States","Tennessee","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"United States","Texas","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"United States","Virginia","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Argentina","Buenos Aires","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Brazil","Alagoas","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Brazil","Bahia","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Brazil","Brasilia","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Brazil","Distrito Federal","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Brazil","Goias","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Brazil","Minas Gerais","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Brazil","Pernambuco","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Brazil","Rio Grande Do Norte","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Brazil","Rio Grande Do Sul","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Brazil","Santa Catarina","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Brazil","Sergipe","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Brazil","Rio De Janeiro","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Canada","Ontario","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"India","New Delhi","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"India","Delhi","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"India","Maharashtra","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"India","Punjab","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Mexico","Mexico","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Mexico","Chihuahua","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Mexico","Durango","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Mexico","Guanajuato","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Mexico","Jalisco","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Mexico","Puebla","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Mexico","Queretaro","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"Mexico","Sonora","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04350593","https://ClinicalTrials.gov/show/NCT04350593",NA,"United Kingdom","London","2020-Apr","2021-Apr","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Organ Failure or Dysfunction (SOFA), Renal Outcome (Unspecified)","SGLT2, Standard of care",1250
"NCT04682041","https://ClinicalTrials.gov/show/NCT04682041",NA,"Spain","Barcelona","2020-Dec","2021-Jun","Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital","Fever, Dyspnea, C-Reactive Protein, Ferritin, IL-6, Lymphocyte Count, Platelet Count, D-Dimer, ALT, AST","Nutrition + Standard of care, Standard of care",420
"NCT04480138","https://ClinicalTrials.gov/show/NCT04480138",NA,"Mexico","Mexico","2020-Jul","2021-Apr","Recruiting","Randomised","Open-Label",2,"Confirmed","Unclear","Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, C-Reactive Protein, Ferritin, IL-1, IL-6, Tumor Necrosis Factor (Any), Interferon (Any), D-Dimer","IFN, Standard of care",40
"NCT04347915","https://ClinicalTrials.gov/show/NCT04347915",NA,"South Korea","Seoul","2020-Apr","2021-Jan","Recruiting","Randomised","Single",2,"Confirmed","Unclear","Viral Load or Clearance, Non-invasive Ventilation","Antivirals, Standard of care",60
"NCT04646109","https://ClinicalTrials.gov/show/NCT04646109",NA,"Turkey","Afyonkarahisar","2020-Nov","2020-Sep","Completed","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, Fever, Adverse Events, Ferritin, Lymphocyte Count, D-Dimer, Heart Rate, PaO2-FiO2, SpO2, Respiratory Rate, Radiographic Findings","Ivermectin, Standard of care",66
"NCT04646109","https://ClinicalTrials.gov/show/NCT04646109",NA,"Turkey","Ankara","2020-Nov","2020-Sep","Completed","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, Fever, Adverse Events, Ferritin, Lymphocyte Count, D-Dimer, Heart Rate, PaO2-FiO2, SpO2, Respiratory Rate, Radiographic Findings","Ivermectin, Standard of care",66
"NCT04509999","https://ClinicalTrials.gov/show/NCT04509999",NA,"United States","Florida","2020-Aug","2022-Sep","Recruiting","Randomised","Double",2,"Confirmed","Outpatient",NA,"Other, Standard of care",100
"NCT04550351","https://ClinicalTrials.gov/show/NCT04550351",NA,"China","Beijing","2020-Sep","2020-Dec","Not Recruiting","Randomised","Quadruple",3,"Healthy","Healthy Unexposed","Adverse Events","Vaccine",50
"NCT04596839","https://ClinicalTrials.gov/show/NCT04596839",NA,"Bangladesh","Dhaka","2020-Oct","2021-Feb","Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO","Remdesivir, Standard of care",60
"NCT04727424","https://ClinicalTrials.gov/show/NCT04727424",NA,"Brazil","Brasilia","2021-Jan","2022-Feb","Recruiting","Randomised","Quadruple",4,"Confirmed","Outpatient","Mortality, Hospitalization, Visits or Returns to Emergency Department, Clinical Improvement Score (Any), Viral Load or Clearance, Adverse Events","Ivermectin, Metformin, SSRIs, Standard of care",2724
"NCT04727424","https://ClinicalTrials.gov/show/NCT04727424",NA,"Brazil","Minas Gerais","2021-Jan","2022-Feb","Recruiting","Randomised","Quadruple",4,"Confirmed","Outpatient","Mortality, Hospitalization, Visits or Returns to Emergency Department, Clinical Improvement Score (Any), Viral Load or Clearance, Adverse Events","Ivermectin, Metformin, SSRIs, Standard of care",2724
"NCT04390477","https://ClinicalTrials.gov/show/NCT04390477",NA,"Spain","Alicante","2020-May","2021-Jul","Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Adverse Events","Nutrition, Standard of care",40
"NCT04535856","https://ClinicalTrials.gov/show/NCT04535856",NA,"Indonesia","Jakarta","2020-Sep","2021-Jan","Completed","Randomised","Quadruple",3,"Confirmed","Unclear","Hospitalization, Clinical Improvement Score (Any), Treatment-emergent Adverse Events","Standard of care, Stem cells",9
"NCT04406389","https://ClinicalTrials.gov/show/NCT04406389",NA,"United States","New York","2020-May","2021-Jun","Recruiting","Randomised","Open-Label",4,"Confirmed","ICU","Mortality, ICU Admission","Anticoagulants",186
"NCT04342689","https://ClinicalTrials.gov/show/NCT04342689",NA,"United States","Connecticut","2020-Apr","2021-Jun","Recruiting","Randomised","Quadruple",2,"Confirmed","Outpatient","Mortality, Clinical Improvement Score (Any), Pneumonia or ARDS, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA)","Nutrition, Standard of care",1500
"NCT04342689","https://ClinicalTrials.gov/show/NCT04342689",NA,"United States","Michigan","2020-Apr","2021-Jun","Recruiting","Randomised","Quadruple",2,"Confirmed","Outpatient","Mortality, Clinical Improvement Score (Any), Pneumonia or ARDS, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA)","Nutrition, Standard of care",1500
"NCT04724629","https://ClinicalTrials.gov/show/NCT04724629",NA,"Brazil","Brasilia","2021-Jan","2021-Mar","Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, Hospitalization, Labor Absenteeism, Invasive Mechanical Ventilation or ECMO, IL-2, IL-6, IL-17","Colchicine, Other, Standard of care",60
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","California","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Colorado","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Connecticut","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Hawaii","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Illinois","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Indiana","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Iowa","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Louisiana","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Maine","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Maryland","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Massachusetts","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Michigan","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Minnesota","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Montana","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","New Hampshire","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","New Jersey","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","New York","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","North Carolina","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Ohio","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Oregon","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Pennsylvania","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Rhode Island","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","South Carolina","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Texas","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Utah","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Virginia","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Washington","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"China","Beijing","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"France","Paris","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Germany","Berlin","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Germany","Hamburg","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Germany","Schleswig-Holstein","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"China","Hong Kong","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Bergamo","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Brescia","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Cremona","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Milano","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Rome","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Padova","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Parma","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Pavia","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Piacenza","2020-Mar","2020-Apr","Completed","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, Standard of care",1113
